'NWFP-Initialization, MET average weather 1984-2011; with weighted average clay and sampling depth'
5.05	120.36	24.67
5.16	90.77	25.42
6.68	78.6	41.45
8.45	66.02	57.69
11.31	65.94	89.1
13.92	55.35	112.44
15.81	60.34	130.12
15.86	66.66	122.41
13.86	71.25	92.36
11.09	117.03	67
7.89	118.14	39.54
5.68	125.87	27.11
31	21
