'MI-Initialization, NOAA average weather 1950-1977; with weighted average clay and sampling depth'
-4.95	47.44	0
-3.54	38.45	0.11
1.33	48.55	7.11
8.55	92.36	50.69
14.82	79.17	111
20.06	99.38	161.28
22.27	87.14	184.59
21.36	86.41	164.43
17.37	77.64	111.84
11.62	72	63.55
4.12	66.42	15.82
-2.35	54.46	0.36
19	25
