"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"11.248","RothC","5_7","5","7",""
"1941",NA,NA,"11.26415","RothC","5_7","5","7",""
"1942",NA,NA,"10.98815","RothC","5_7","5","7",""
"1943",NA,NA,"10.76825","RothC","5_7","5","7",""
"1944",NA,NA,"10.50385","RothC","5_7","5","7",""
"1945",NA,NA,"10.3219","RothC","5_7","5","7",""
"1946",NA,NA,"10.1655","RothC","5_7","5","7",""
"1947",NA,NA,"9.9906","RothC","5_7","5","7",""
"1948",NA,NA,"9.8733","RothC","5_7","5","7",""
"1949",NA,NA,"9.77295","RothC","5_7","5","7",""
"1950",NA,NA,"9.68315","RothC","5_7","5","7",""
"1951",NA,NA,"9.6052","RothC","5_7","5","7",""
"1952",NA,NA,"9.5672","RothC","5_7","5","7",""
"1953",NA,NA,"9.47745","RothC","5_7","5","7",""
"1954",NA,NA,"9.3888","RothC","5_7","5","7",""
"1955",NA,NA,"9.3205","RothC","5_7","5","7",""
"1956",NA,NA,"9.2113","RothC","5_7","5","7",""
"1957",NA,NA,"9.156","RothC","5_7","5","7",""
"1958",NA,NA,"9.1156","RothC","5_7","5","7",""
"1959",NA,NA,"9.05045","RothC","5_7","5","7",""
"1960",NA,NA,"9.00805","RothC","5_7","5","7",""
"1961",NA,NA,"8.87055","RothC","5_7","5","7",""
"1962",NA,NA,"8.74635","RothC","5_7","5","7",""
"1963",NA,NA,"8.63675","RothC","5_7","5","7",""
"1964",NA,NA,"8.5257","RothC","5_7","5","7",""
"1965",NA,NA,"8.41875","RothC","5_7","5","7",""
"1966",NA,NA,"8.32835","RothC","5_7","5","7",""
"1967",NA,NA,"8.2458","RothC","5_7","5","7",""
"1968",NA,NA,"8.16325","RothC","5_7","5","7",""
"1969",NA,NA,"8.076","RothC","5_7","5","7",""
"1970",NA,NA,"7.99505","RothC","5_7","5","7",""
"1971",NA,NA,"7.91985","RothC","5_7","5","7",""
"1972",NA,NA,"7.8349","RothC","5_7","5","7",""
"1973",NA,NA,"7.7664","RothC","5_7","5","7",""
"1974",NA,NA,"7.6968","RothC","5_7","5","7",""
"1975",NA,NA,"7.62825","RothC","5_7","5","7",""
"1976",NA,NA,"7.56765","RothC","5_7","5","7",""
"1977",NA,NA,"7.50635","RothC","5_7","5","7",""
"1978",NA,NA,"7.452","RothC","5_7","5","7",""
"1979",NA,NA,"7.39645","RothC","5_7","5","7",""
"1980",NA,NA,"7.3425","RothC","5_7","5","7",""
"1981",NA,NA,"7.2778","RothC","5_7","5","7",""
"1982",NA,NA,"7.2234","RothC","5_7","5","7",""
"1983",NA,NA,"7.16675","RothC","5_7","5","7",""
"1984",NA,NA,"7.0974","RothC","5_7","5","7",""
"1985",NA,NA,"7.03925","RothC","5_7","5","7",""
"1986",NA,NA,"6.98615","RothC","5_7","5","7",""
"1987",NA,NA,"6.92585","RothC","5_7","5","7",""
"1988",NA,NA,"6.86845","RothC","5_7","5","7",""
"1989",NA,NA,"6.81185","RothC","5_7","5","7",""
"1990",NA,NA,"6.7572","RothC","5_7","5","7",""
"1991",NA,NA,"6.70745","RothC","5_7","5","7",""
"1992",NA,NA,"6.6492","RothC","5_7","5","7",""
"1993",NA,NA,"6.5889","RothC","5_7","5","7",""
"1994",NA,NA,"6.5391","RothC","5_7","5","7",""
"1995",NA,NA,"6.4923","RothC","5_7","5","7",""
"1996",NA,NA,"6.44195","RothC","5_7","5","7",""
"1997",NA,NA,"6.38415","RothC","5_7","5","7",""
"1998",NA,NA,"6.32985","RothC","5_7","5","7",""
"1999",NA,NA,"6.2788","RothC","5_7","5","7",""
"2000",NA,NA,"6.2168","RothC","5_7","5","7",""
"2001",NA,NA,"6.1688","RothC","5_7","5","7",""
"2002",NA,NA,"6.1185","RothC","5_7","5","7",""
"2003",NA,NA,"6.15235","RothC","5_7","5","7",""
"2004",NA,NA,"6.2301","RothC","5_7","5","7",""
"2005",NA,NA,"6.4046","RothC","5_7","5","7",""
"2006",NA,NA,"6.41275","RothC","5_7","5","7",""
"2007",NA,NA,"6.336","RothC","5_7","5","7",""
"2008",NA,NA,"6.31285","RothC","5_7","5","7",""
"2009",NA,NA,"6.3023","RothC","5_7","5","7",""
"2010",NA,NA,"6.27655","RothC","5_7","5","7",""
"2011",NA,NA,"6.29305","RothC","5_7","5","7",""
"2012",NA,NA,"6.2509","RothC","5_7","5","7",""
"2013",NA,NA,"6.24735","RothC","5_7","5","7",""
"2014",NA,NA,"6.22565","RothC","5_7","5","7",""
"2015",NA,NA,"6.26155","RothC","5_7","5","7",""
"2016",NA,NA,"6.22795","RothC","5_7","5","7",""
"2017",NA,NA,"6.23235","RothC","5_7","5","7",""
"2018",NA,NA,"6.21315","RothC","5_7","5","7",""
"2019",NA,NA,"6.18045","RothC","5_7","5","7",""
"2020",NA,NA,"6.16245","RothC","5_7","5","7",""
"2021",NA,NA,"6.15155","RothC","5_7","5","7",""
"2022",NA,NA,"6.141","RothC","5_7","5","7",""
"2023",NA,NA,"6.1031","RothC","5_7","5","7",""
"2024",NA,NA,"6.0726","RothC","5_7","5","7",""
"2025",NA,NA,"6.0897","RothC","5_7","5","7",""
"2026",NA,NA,"6.06485","RothC","5_7","5","7",""
"2027",NA,NA,"6.0506","RothC","5_7","5","7",""
"2028",NA,NA,"6.0603","RothC","5_7","5","7",""
"2029",NA,NA,"6.1076","RothC","5_7","5","7",""
"2030",NA,NA,"6.09355","RothC","5_7","5","7",""
"2031",NA,NA,"6.05385","RothC","5_7","5","7",""
"2032",NA,NA,"6.0314","RothC","5_7","5","7",""
"2033",NA,NA,"6.05495","RothC","5_7","5","7",""
"2034",NA,NA,"6.04765","RothC","5_7","5","7",""
"2035",NA,NA,"6.02705","RothC","5_7","5","7",""
"2036",NA,NA,"6.00295","RothC","5_7","5","7",""
"2037",NA,NA,"6.01205","RothC","5_7","5","7",""
"2038",NA,NA,"5.9971","RothC","5_7","5","7",""
"2039",NA,NA,"6.0099","RothC","5_7","5","7",""
"2040",NA,NA,"6.00095","RothC","5_7","5","7",""
"2041",NA,NA,"6.0286","RothC","5_7","5","7",""
"2042",NA,NA,"6.002","RothC","5_7","5","7",""
"2043",NA,NA,"6.00825","RothC","5_7","5","7",""
"2044",NA,NA,"5.9899","RothC","5_7","5","7",""
"2045",NA,NA,"5.9954","RothC","5_7","5","7",""
"2046",NA,NA,"5.9665","RothC","5_7","5","7",""
"2047",NA,NA,"5.96445","RothC","5_7","5","7",""
"2048",NA,NA,"5.96195","RothC","5_7","5","7",""
