"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.195,1.5,"APSIM","5_3",5,3,""
1988,0,0.954,2,"APSIM","5_3",5,3,""
1989,0,0.897,2.4,"APSIM","5_3",5,3,""
1990,0,0.62,2.9,"APSIM","5_3",5,3,""
1991,0,0.721,3.7,"APSIM","5_3",5,3,""
1992,0,0.752,4.1,"APSIM","5_3",5,3,""
1993,0,0.446,4.5,"APSIM","5_3",5,3,""
1994,0,0.411,4.7,"APSIM","5_3",5,3,""
1995,0,0.439,5,"APSIM","5_3",5,3,""
1996,0,0.937,5,"APSIM","5_3",5,3,""
1997,0,0.905,5.1,"APSIM","5_3",5,3,""
1998,0,0.802,5.5,"APSIM","5_3",5,3,""
1999,0,0.558,5.8,"APSIM","5_3",5,3,""
2000,0,0.447,5.9,"APSIM","5_3",5,3,""
2001,0,0.187,6.1,"APSIM","5_3",5,3,""
2002,0,1.276,6,"APSIM","5_3",5,3,""
2003,0,0.968,6.2,"APSIM","5_3",5,3,""
2004,2.317,0,6.6,"APSIM","5_3",5,3,""
2005,0,1.005,6.3,"APSIM","5_3",5,3,""
2006,0.973,0,6.5,"APSIM","5_3",5,3,""
2007,0,0.978,6.3,"APSIM","5_3",5,3,""
2008,0,0.996,6.2,"APSIM","5_3",5,3,""
2009,0,0.659,6.3,"APSIM","5_3",5,3,""
2010,0,0.877,6.5,"APSIM","5_3",5,3,""
2011,0,0,6.8,"APSIM","5_3",5,3,""
2012,0,1.263,6.5,"APSIM","5_3",5,3,""
2013,1.941,0,6.7,"APSIM","5_3",5,3,""
2014,0,1.104,6.4,"APSIM","5_3",5,3,""
2015,2.535,0,6.4,"APSIM","5_3",5,3,""
2016,0,0.643,6.4,"APSIM","5_3",5,3,""
2017,1.898,0,6.4,"APSIM","5_3",5,3,""
2018,0,1.189,6.1,"APSIM","5_3",5,3,""
2019,1.859,0,6.4,"APSIM","5_3",5,3,""
2020,0,0.752,6.2,"APSIM","5_3",5,3,""
2021,2.622,0,6.4,"APSIM","5_3",5,3,""
2022,0,0.897,5.9,"APSIM","5_3",5,3,""
2023,2.268,0,6,"APSIM","5_3",5,3,""
2024,0,1.222,6.1,"APSIM","5_3",5,3,""
2025,1.503,0,6.4,"APSIM","5_3",5,3,""
2026,0,0.686,6.3,"APSIM","5_3",5,3,""
2027,1.936,0,6.4,"APSIM","5_3",5,3,""
2028,0,1.061,5.8,"APSIM","5_3",5,3,""
2029,0.404,0,5.9,"APSIM","5_3",5,3,""
2030,0,0.745,6.1,"APSIM","5_3",5,3,""
2031,2.605,0,6.2,"APSIM","5_3",5,3,""
2032,0,1.063,6.3,"APSIM","5_3",5,3,""
2033,1.557,0,6.5,"APSIM","5_3",5,3,""
2034,0,0.467,6.1,"APSIM","5_3",5,3,""
2035,1.81,0,6.1,"APSIM","5_3",5,3,""
2036,0,0.402,5.9,"APSIM","5_3",5,3,""
2037,1.913,0,5.9,"APSIM","5_3",5,3,""
2038,0,0.992,5.6,"APSIM","5_3",5,3,""
2039,2.502,0,5.8,"APSIM","5_3",5,3,""
2040,0,0.35,5.6,"APSIM","5_3",5,3,""
2041,1.738,0,5.4,"APSIM","5_3",5,3,""
2042,0,1.113,5.3,"APSIM","5_3",5,3,""
2043,1.781,0,5.4,"APSIM","5_3",5,3,""
2044,0,0.406,5.4,"APSIM","5_3",5,3,""
2045,1.605,0,5.5,"APSIM","5_3",5,3,""
2046,0,1.023,5.4,"APSIM","5_3",5,3,""
2047,1.362,0,5.6,"APSIM","5_3",5,3,""
2048,0,0.754,5.3,"APSIM","5_3",5,3,""
2049,1.311,0,5.7,"APSIM","5_3",5,3,""
2050,0,0.8,5.6,"APSIM","5_3",5,3,""
