"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.142,1.2,"APSIM","5_56",5,5,6
1988,0,0.86,1.6,"APSIM","5_56",5,5,6
1989,0,0.811,1.9,"APSIM","5_56",5,5,6
1990,0,0.507,2.4,"APSIM","5_56",5,5,6
1991,0,0.618,3.2,"APSIM","5_56",5,5,6
1992,0,0.735,3.7,"APSIM","5_56",5,5,6
1993,0,0.406,4.1,"APSIM","5_56",5,5,6
1994,0,0.396,4.4,"APSIM","5_56",5,5,6
1995,0,0.481,4.7,"APSIM","5_56",5,5,6
1996,0,0.897,4.7,"APSIM","5_56",5,5,6
1997,0,0.87,4.9,"APSIM","5_56",5,5,6
1998,0,0.775,5.3,"APSIM","5_56",5,5,6
1999,0,0.524,5.6,"APSIM","5_56",5,5,6
2000,0,0.436,5.7,"APSIM","5_56",5,5,6
2001,0,0.183,5.9,"APSIM","5_56",5,5,6
2002,0,1.303,5.8,"APSIM","5_56",5,5,6
2003,1.615,0,6,"APSIM","5_56",5,5,6
2004,0,0.569,6.3,"APSIM","5_56",5,5,6
2005,2.162,0,6.3,"APSIM","5_56",5,5,6
2006,0,1.256,6.5,"APSIM","5_56",5,5,6
2007,2.142,0,6.7,"APSIM","5_56",5,5,6
2008,0,0.642,6.5,"APSIM","5_56",5,5,6
2009,1.646,0,6.8,"APSIM","5_56",5,5,6
2010,0,0.808,6.7,"APSIM","5_56",5,5,6
2011,0,0.009,6.8,"APSIM","5_56",5,5,6
2012,1.507,0,7,"APSIM","5_56",5,5,6
2013,0,1.717,7,"APSIM","5_56",5,5,6
2014,1.89,0,7,"APSIM","5_56",5,5,6
2015,0,0.75,6.9,"APSIM","5_56",5,5,6
2016,1.501,0,7.2,"APSIM","5_56",5,5,6
2017,0,1.485,6.7,"APSIM","5_56",5,5,6
2018,0.983,0,6.8,"APSIM","5_56",5,5,6
2019,0,1.406,6.9,"APSIM","5_56",5,5,6
2020,1.532,0,7.1,"APSIM","5_56",5,5,6
2021,0,1.365,6.9,"APSIM","5_56",5,5,6
2022,2.403,0,7.1,"APSIM","5_56",5,5,6
2023,0,0.739,7,"APSIM","5_56",5,5,6
2024,1.525,0,7.2,"APSIM","5_56",5,5,6
2025,0,1.458,7.2,"APSIM","5_56",5,5,6
2026,1.353,0,7.5,"APSIM","5_56",5,5,6
2027,0,1.25,7.2,"APSIM","5_56",5,5,6
2028,1.614,0,7.1,"APSIM","5_56",5,5,6
2029,0,0.928,7,"APSIM","5_56",5,5,6
2030,1.425,0,7.2,"APSIM","5_56",5,5,6
2031,0,1.302,7,"APSIM","5_56",5,5,6
2032,1.513,0,7,"APSIM","5_56",5,5,6
2033,0,0.75,7.3,"APSIM","5_56",5,5,6
2034,1.254,0,7.1,"APSIM","5_56",5,5,6
2035,0,1.468,6.8,"APSIM","5_56",5,5,6
2036,0.764,0,7.1,"APSIM","5_56",5,5,6
2037,0,1.812,6.8,"APSIM","5_56",5,5,6
2038,1.818,0,7.1,"APSIM","5_56",5,5,6
2039,0,1.148,6.7,"APSIM","5_56",5,5,6
2040,1.391,0,6.9,"APSIM","5_56",5,5,6
2041,0,0.651,6.4,"APSIM","5_56",5,5,6
2042,1.738,0,6.4,"APSIM","5_56",5,5,6
2043,0,1.102,6.1,"APSIM","5_56",5,5,6
2044,0,0,6.3,"APSIM","5_56",5,5,6
2045,0,0.94,6,"APSIM","5_56",5,5,6
2046,1.43,0,6.2,"APSIM","5_56",5,5,6
2047,0,0.61,6,"APSIM","5_56",5,5,6
2048,1.569,0,6.1,"APSIM","5_56",5,5,6
2049,0,0.741,6.2,"APSIM","5_56",5,5,6
2050,1.284,0,6.4,"APSIM","5_56",5,5,6
