"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"11.248","RothC","1_51","1","5","1"
"1941",NA,NA,"11.26415","RothC","1_51","1","5","1"
"1942",NA,NA,"10.98815","RothC","1_51","1","5","1"
"1943",NA,NA,"10.76825","RothC","1_51","1","5","1"
"1944",NA,NA,"10.50385","RothC","1_51","1","5","1"
"1945",NA,NA,"10.3219","RothC","1_51","1","5","1"
"1946",NA,NA,"10.1655","RothC","1_51","1","5","1"
"1947",NA,NA,"9.9906","RothC","1_51","1","5","1"
"1948",NA,NA,"9.8733","RothC","1_51","1","5","1"
"1949",NA,NA,"9.77295","RothC","1_51","1","5","1"
"1950",NA,NA,"9.68315","RothC","1_51","1","5","1"
"1951",NA,NA,"9.6052","RothC","1_51","1","5","1"
"1952",NA,NA,"9.5672","RothC","1_51","1","5","1"
"1953",NA,NA,"9.47745","RothC","1_51","1","5","1"
"1954",NA,NA,"9.3888","RothC","1_51","1","5","1"
"1955",NA,NA,"9.3205","RothC","1_51","1","5","1"
"1956",NA,NA,"9.2113","RothC","1_51","1","5","1"
"1957",NA,NA,"9.156","RothC","1_51","1","5","1"
"1958",NA,NA,"9.1156","RothC","1_51","1","5","1"
"1959",NA,NA,"9.05045","RothC","1_51","1","5","1"
"1960",NA,NA,"9.00805","RothC","1_51","1","5","1"
"1961",NA,NA,"8.87055","RothC","1_51","1","5","1"
"1962",NA,NA,"8.74635","RothC","1_51","1","5","1"
"1963",NA,NA,"8.63675","RothC","1_51","1","5","1"
"1964",NA,NA,"8.5257","RothC","1_51","1","5","1"
"1965",NA,NA,"8.41875","RothC","1_51","1","5","1"
"1966",NA,NA,"8.32835","RothC","1_51","1","5","1"
"1967",NA,NA,"8.2458","RothC","1_51","1","5","1"
"1968",NA,NA,"8.16325","RothC","1_51","1","5","1"
"1969",NA,NA,"8.076","RothC","1_51","1","5","1"
"1970",NA,NA,"7.99505","RothC","1_51","1","5","1"
"1971",NA,NA,"7.91985","RothC","1_51","1","5","1"
"1972",NA,NA,"7.8349","RothC","1_51","1","5","1"
"1973",NA,NA,"7.7664","RothC","1_51","1","5","1"
"1974",NA,NA,"7.6968","RothC","1_51","1","5","1"
"1975",NA,NA,"7.62825","RothC","1_51","1","5","1"
"1976",NA,NA,"7.56765","RothC","1_51","1","5","1"
"1977",NA,NA,"7.50635","RothC","1_51","1","5","1"
"1978",NA,NA,"7.452","RothC","1_51","1","5","1"
"1979",NA,NA,"7.39645","RothC","1_51","1","5","1"
"1980",NA,NA,"7.3425","RothC","1_51","1","5","1"
"1981",NA,NA,"7.2778","RothC","1_51","1","5","1"
"1982",NA,NA,"7.2234","RothC","1_51","1","5","1"
"1983",NA,NA,"7.16675","RothC","1_51","1","5","1"
"1984",NA,NA,"7.0974","RothC","1_51","1","5","1"
"1985",NA,NA,"7.03925","RothC","1_51","1","5","1"
"1986",NA,NA,"6.98615","RothC","1_51","1","5","1"
"1987",NA,NA,"6.92585","RothC","1_51","1","5","1"
"1988",NA,NA,"6.86845","RothC","1_51","1","5","1"
"1989",NA,NA,"6.81185","RothC","1_51","1","5","1"
"1990",NA,NA,"6.7572","RothC","1_51","1","5","1"
"1991",NA,NA,"6.70745","RothC","1_51","1","5","1"
"1992",NA,NA,"6.6492","RothC","1_51","1","5","1"
"1993",NA,NA,"6.5889","RothC","1_51","1","5","1"
"1994",NA,NA,"6.5391","RothC","1_51","1","5","1"
"1995",NA,NA,"6.4923","RothC","1_51","1","5","1"
"1996",NA,NA,"6.44195","RothC","1_51","1","5","1"
"1997",NA,NA,"6.38415","RothC","1_51","1","5","1"
"1998",NA,NA,"6.32985","RothC","1_51","1","5","1"
"1999",NA,NA,"6.2788","RothC","1_51","1","5","1"
"2000",NA,NA,"6.2168","RothC","1_51","1","5","1"
"2001",NA,NA,"6.1688","RothC","1_51","1","5","1"
"2002",NA,NA,"6.1185","RothC","1_51","1","5","1"
"2003",NA,NA,"6.15355","RothC","1_51","1","5","1"
"2004",NA,NA,"6.44735","RothC","1_51","1","5","1"
"2005",NA,NA,"6.54025","RothC","1_51","1","5","1"
"2006",NA,NA,"6.70665","RothC","1_51","1","5","1"
"2007",NA,NA,"6.56215","RothC","1_51","1","5","1"
"2008",NA,NA,"6.52615","RothC","1_51","1","5","1"
"2009",NA,NA,"6.50845","RothC","1_51","1","5","1"
"2010",NA,NA,"6.48245","RothC","1_51","1","5","1"
"2011",NA,NA,"6.4779","RothC","1_51","1","5","1"
"2012",NA,NA,"6.4109","RothC","1_51","1","5","1"
"2013",NA,NA,"6.4905","RothC","1_51","1","5","1"
"2014",NA,NA,"6.4613","RothC","1_51","1","5","1"
"2015",NA,NA,"6.53765","RothC","1_51","1","5","1"
"2016",NA,NA,"6.52365","RothC","1_51","1","5","1"
"2017",NA,NA,"6.60185","RothC","1_51","1","5","1"
"2018",NA,NA,"6.5773","RothC","1_51","1","5","1"
"2019",NA,NA,"6.55515","RothC","1_51","1","5","1"
"2020",NA,NA,"6.5574","RothC","1_51","1","5","1"
"2021",NA,NA,"6.59535","RothC","1_51","1","5","1"
"2022",NA,NA,"6.59575","RothC","1_51","1","5","1"
"2023",NA,NA,"6.52965","RothC","1_51","1","5","1"
"2024",NA,NA,"6.5775","RothC","1_51","1","5","1"
"2025",NA,NA,"6.55765","RothC","1_51","1","5","1"
"2026",NA,NA,"6.63835","RothC","1_51","1","5","1"
"2027",NA,NA,"6.54385","RothC","1_51","1","5","1"
"2028",NA,NA,"6.6199","RothC","1_51","1","5","1"
"2029",NA,NA,"6.5831","RothC","1_51","1","5","1"
"2030",NA,NA,"6.62465","RothC","1_51","1","5","1"
"2031",NA,NA,"6.58625","RothC","1_51","1","5","1"
"2032",NA,NA,"6.665","RothC","1_51","1","5","1"
"2033",NA,NA,"6.623","RothC","1_51","1","5","1"
"2034",NA,NA,"6.7011","RothC","1_51","1","5","1"
"2035",NA,NA,"6.6004","RothC","1_51","1","5","1"
"2036",NA,NA,"6.68925","RothC","1_51","1","5","1"
"2037",NA,NA,"6.66105","RothC","1_51","1","5","1"
"2038",NA,NA,"6.6925","RothC","1_51","1","5","1"
"2039",NA,NA,"6.6503","RothC","1_51","1","5","1"
"2040",NA,NA,"6.6622","RothC","1_51","1","5","1"
"2041",NA,NA,"6.59225","RothC","1_51","1","5","1"
"2042",NA,NA,"6.6066","RothC","1_51","1","5","1"
"2043",NA,NA,"6.5995","RothC","1_51","1","5","1"
"2044",NA,NA,"6.6728","RothC","1_51","1","5","1"
"2045",NA,NA,"6.6053","RothC","1_51","1","5","1"
"2046",NA,NA,"6.65775","RothC","1_51","1","5","1"
"2047",NA,NA,"6.552","RothC","1_51","1","5","1"
"2048",NA,NA,"6.6359","RothC","1_51","1","5","1"
