"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.142,1.2,"APSIM","5_42",5,4,2
1988,0,0.86,1.6,"APSIM","5_42",5,4,2
1989,0,0.811,1.9,"APSIM","5_42",5,4,2
1990,0,0.507,2.4,"APSIM","5_42",5,4,2
1991,0,0.618,3.2,"APSIM","5_42",5,4,2
1992,0,0.735,3.7,"APSIM","5_42",5,4,2
1993,0,0.406,4.1,"APSIM","5_42",5,4,2
1994,0,0.396,4.4,"APSIM","5_42",5,4,2
1995,0,0.481,4.7,"APSIM","5_42",5,4,2
1996,0,0.897,4.7,"APSIM","5_42",5,4,2
1997,0,0.87,4.9,"APSIM","5_42",5,4,2
1998,0,0.775,5.3,"APSIM","5_42",5,4,2
1999,0,0.524,5.6,"APSIM","5_42",5,4,2
2000,0,0.436,5.7,"APSIM","5_42",5,4,2
2001,0,0.183,5.9,"APSIM","5_42",5,4,2
2002,0,1.303,5.8,"APSIM","5_42",5,4,2
2003,1.612,0,6,"APSIM","5_42",5,4,2
2004,0,0.605,6.2,"APSIM","5_42",5,4,2
2005,2.118,0,6.2,"APSIM","5_42",5,4,2
2006,0,1.419,6.3,"APSIM","5_42",5,4,2
2007,2.117,0,6.3,"APSIM","5_42",5,4,2
2008,0,0.752,6,"APSIM","5_42",5,4,2
2009,1.245,0,6,"APSIM","5_42",5,4,2
2010,0,1.041,6,"APSIM","5_42",5,4,2
2011,0,0.011,6.3,"APSIM","5_42",5,4,2
2012,1.555,0,6,"APSIM","5_42",5,4,2
2013,0,2.138,6,"APSIM","5_42",5,4,2
2014,1.881,0,6.3,"APSIM","5_42",5,4,2
2015,0,0.784,6,"APSIM","5_42",5,4,2
2016,1.5,0,6.3,"APSIM","5_42",5,4,2
2017,0,1.466,5.9,"APSIM","5_42",5,4,2
2018,0.865,0,6.1,"APSIM","5_42",5,4,2
2019,0,1.442,5.9,"APSIM","5_42",5,4,2
2020,1.533,0,6.2,"APSIM","5_42",5,4,2
2021,0,1.307,6,"APSIM","5_42",5,4,2
2022,2.399,0,6,"APSIM","5_42",5,4,2
2023,0,0.89,6,"APSIM","5_42",5,4,2
2024,1.446,0,6.2,"APSIM","5_42",5,4,2
2025,0,1.479,6.2,"APSIM","5_42",5,4,2
2026,1.346,0,6.4,"APSIM","5_42",5,4,2
2027,0,1.252,6.3,"APSIM","5_42",5,4,2
2028,1.634,0,6.1,"APSIM","5_42",5,4,2
2029,0,0.918,6,"APSIM","5_42",5,4,2
2030,1.276,0,6.3,"APSIM","5_42",5,4,2
2031,0,1.397,6,"APSIM","5_42",5,4,2
2032,1.174,0,6.1,"APSIM","5_42",5,4,2
2033,0,0.829,6.2,"APSIM","5_42",5,4,2
2034,1.241,0,6.1,"APSIM","5_42",5,4,2
2035,0,1.305,5.9,"APSIM","5_42",5,4,2
2036,0.648,0,6.1,"APSIM","5_42",5,4,2
2037,0,1.81,5.9,"APSIM","5_42",5,4,2
2038,1.803,0,6.1,"APSIM","5_42",5,4,2
2039,0,1.155,5.8,"APSIM","5_42",5,4,2
2040,1.391,0,5.9,"APSIM","5_42",5,4,2
2041,0,0.646,5.6,"APSIM","5_42",5,4,2
2042,1.73,0,5.6,"APSIM","5_42",5,4,2
2043,0,1.239,5.3,"APSIM","5_42",5,4,2
2044,0,0,5.4,"APSIM","5_42",5,4,2
2045,0,1.079,5.1,"APSIM","5_42",5,4,2
2046,1.425,0,5.4,"APSIM","5_42",5,4,2
2047,0,0.545,5.3,"APSIM","5_42",5,4,2
2048,1.56,0,5.3,"APSIM","5_42",5,4,2
2049,0,0.741,5.4,"APSIM","5_42",5,4,2
2050,1.276,0,5.6,"APSIM","5_42",5,4,2
