"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.137,1.2,"APSIM","1_52",1,5,2
1988,0,0.596,1.5,"APSIM","1_52",1,5,2
1989,0,0.877,1.8,"APSIM","1_52",1,5,2
1990,0,0.572,2.2,"APSIM","1_52",1,5,2
1991,0,0.632,2.8,"APSIM","1_52",1,5,2
1992,0,0.7,3.3,"APSIM","1_52",1,5,2
1993,0,0.225,3.7,"APSIM","1_52",1,5,2
1994,0,0.355,4,"APSIM","1_52",1,5,2
1995,0,0.507,4.3,"APSIM","1_52",1,5,2
1996,0,0.946,4.3,"APSIM","1_52",1,5,2
1997,0,0.732,4.5,"APSIM","1_52",1,5,2
1998,0,0.727,4.7,"APSIM","1_52",1,5,2
1999,0,0.476,4.9,"APSIM","1_52",1,5,2
2000,0,0.435,4.9,"APSIM","1_52",1,5,2
2001,0,0.178,5.1,"APSIM","1_52",1,5,2
2002,0,0.958,5,"APSIM","1_52",1,5,2
2003,1.726,0,5.2,"APSIM","1_52",1,5,2
2004,0,0.484,5.3,"APSIM","1_52",1,5,2
2005,2.139,0,5.4,"APSIM","1_52",1,5,2
2006,0,1.19,5.4,"APSIM","1_52",1,5,2
2007,2.177,0,5.4,"APSIM","1_52",1,5,2
2008,0,0.615,5.1,"APSIM","1_52",1,5,2
2009,1.451,0,5.2,"APSIM","1_52",1,5,2
2010,0,0.852,5.1,"APSIM","1_52",1,5,2
2011,0,0,5.4,"APSIM","1_52",1,5,2
2012,1.433,0,5.3,"APSIM","1_52",1,5,2
2013,0,1.829,5.2,"APSIM","1_52",1,5,2
2014,1.853,0,5.4,"APSIM","1_52",1,5,2
2015,0,0.746,5.1,"APSIM","1_52",1,5,2
2016,1.468,0,5.3,"APSIM","1_52",1,5,2
2017,0,1.306,5.1,"APSIM","1_52",1,5,2
2018,0.706,0,5.3,"APSIM","1_52",1,5,2
2019,0,1.355,5.1,"APSIM","1_52",1,5,2
2020,1.515,0,5.3,"APSIM","1_52",1,5,2
2021,0,1.172,5.1,"APSIM","1_52",1,5,2
2022,1.364,0,5.3,"APSIM","1_52",1,5,2
2023,0,1.106,5.3,"APSIM","1_52",1,5,2
2024,2.418,0,5.3,"APSIM","1_52",1,5,2
2025,0,1.223,5.2,"APSIM","1_52",1,5,2
2026,1.566,0,5.4,"APSIM","1_52",1,5,2
2027,0,0.722,5.2,"APSIM","1_52",1,5,2
2028,1.493,0,5.1,"APSIM","1_52",1,5,2
2029,0,0.442,5.1,"APSIM","1_52",1,5,2
2030,2.032,0,5.1,"APSIM","1_52",1,5,2
2031,0,0.736,5,"APSIM","1_52",1,5,2
2032,2.529,0,5.2,"APSIM","1_52",1,5,2
2033,0,0.795,5.1,"APSIM","1_52",1,5,2
2034,0,0,5.4,"APSIM","1_52",1,5,2
2035,0,1.821,5,"APSIM","1_52",1,5,2
2036,2.609,0,5.2,"APSIM","1_52",1,5,2
2037,0,0.786,5.1,"APSIM","1_52",1,5,2
2038,2.605,0,5.3,"APSIM","1_52",1,5,2
2039,0,0.004,5.3,"APSIM","1_52",1,5,2
2040,1.649,0,5,"APSIM","1_52",1,5,2
2041,0,1.501,5,"APSIM","1_52",1,5,2
2042,1.892,0,5.2,"APSIM","1_52",1,5,2
2043,0,0.716,4.9,"APSIM","1_52",1,5,2
2044,1.481,0,5.2,"APSIM","1_52",1,5,2
2045,0,1.144,5.1,"APSIM","1_52",1,5,2
2046,0.706,0,5.3,"APSIM","1_52",1,5,2
2047,0,1.386,5.1,"APSIM","1_52",1,5,2
2048,1.515,0,5.3,"APSIM","1_52",1,5,2
2049,0,1.165,5.1,"APSIM","1_52",1,5,2
2050,1.364,0,5.3,"APSIM","1_52",1,5,2
