"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.13,0.8,"APSIM","1_7",1,7,""
1988,0,0.591,1.2,"APSIM","1_7",1,7,""
1989,0,0.849,1.5,"APSIM","1_7",1,7,""
1990,0,0.504,1.9,"APSIM","1_7",1,7,""
1991,0,0.584,2.5,"APSIM","1_7",1,7,""
1992,0,0.726,3.3,"APSIM","1_7",1,7,""
1993,0,0.233,3.8,"APSIM","1_7",1,7,""
1994,0,0.346,4.2,"APSIM","1_7",1,7,""
1995,0,0.524,4.5,"APSIM","1_7",1,7,""
1996,0,1.019,4.6,"APSIM","1_7",1,7,""
1997,0,0.873,4.9,"APSIM","1_7",1,7,""
1998,0,0.76,5.2,"APSIM","1_7",1,7,""
1999,0,0.359,5.6,"APSIM","1_7",1,7,""
2000,0,0.434,5.5,"APSIM","1_7",1,7,""
2001,0,0.156,5.7,"APSIM","1_7",1,7,""
2002,0,0.988,5.6,"APSIM","1_7",1,7,""
2003,0,0.894,5.8,"APSIM","1_7",1,7,""
2004,0,0.723,6.2,"APSIM","1_7",1,7,""
2005,0,1.193,6.3,"APSIM","1_7",1,7,""
2006,0,1.069,6.7,"APSIM","1_7",1,7,""
2007,0,0.688,7,"APSIM","1_7",1,7,""
2008,0,1.136,6.8,"APSIM","1_7",1,7,""
2009,0,0.568,6.8,"APSIM","1_7",1,7,""
2010,0,1.099,6.9,"APSIM","1_7",1,7,""
2011,0,0.002,7,"APSIM","1_7",1,7,""
2012,0,0.924,6.9,"APSIM","1_7",1,7,""
2013,0,1.486,6.9,"APSIM","1_7",1,7,""
2014,0,0.8,7.2,"APSIM","1_7",1,7,""
2015,0,0.725,7,"APSIM","1_7",1,7,""
2016,0,0.623,7.3,"APSIM","1_7",1,7,""
2017,0,1.38,7,"APSIM","1_7",1,7,""
2018,0,0.161,7,"APSIM","1_7",1,7,""
2019,0,1.351,6.9,"APSIM","1_7",1,7,""
2020,0,0.708,7.1,"APSIM","1_7",1,7,""
2021,0,1.001,7.1,"APSIM","1_7",1,7,""
2022,0,0.504,7.1,"APSIM","1_7",1,7,""
2023,0,0.842,7.2,"APSIM","1_7",1,7,""
2024,0,1.454,7,"APSIM","1_7",1,7,""
2025,0,1.193,6.9,"APSIM","1_7",1,7,""
2026,0,1.161,7.4,"APSIM","1_7",1,7,""
2027,0,0.831,7.3,"APSIM","1_7",1,7,""
2028,0,0.785,7,"APSIM","1_7",1,7,""
2029,0,0.368,7.1,"APSIM","1_7",1,7,""
2030,0,1.208,7.1,"APSIM","1_7",1,7,""
2031,0,0.9,7.1,"APSIM","1_7",1,7,""
2032,0,0.786,7.4,"APSIM","1_7",1,7,""
2033,0,1.314,7.3,"APSIM","1_7",1,7,""
2034,0,0.451,7.6,"APSIM","1_7",1,7,""
2035,0,1.163,7.6,"APSIM","1_7",1,7,""
2036,0,1.197,7.6,"APSIM","1_7",1,7,""
2037,0,0.503,7.6,"APSIM","1_7",1,7,""
2038,0,1.082,7.7,"APSIM","1_7",1,7,""
2039,0,0.005,7.9,"APSIM","1_7",1,7,""
2040,0,0.926,7.7,"APSIM","1_7",1,7,""
2041,0,1.504,7.7,"APSIM","1_7",1,7,""
2042,0,0.816,7.9,"APSIM","1_7",1,7,""
2043,0,0.735,7.6,"APSIM","1_7",1,7,""
2044,0,0.62,7.9,"APSIM","1_7",1,7,""
2045,0,1.407,7.6,"APSIM","1_7",1,7,""
2046,0,0.161,7.6,"APSIM","1_7",1,7,""
2047,0,1.391,7.4,"APSIM","1_7",1,7,""
2048,0,0.722,7.5,"APSIM","1_7",1,7,""
2049,0,1.027,7.5,"APSIM","1_7",1,7,""
2050,0,0.505,7.5,"APSIM","1_7",1,7,""
