"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"11.248","RothC","1_54","1","5","4"
"1941",NA,NA,"11.26415","RothC","1_54","1","5","4"
"1942",NA,NA,"10.98815","RothC","1_54","1","5","4"
"1943",NA,NA,"10.76825","RothC","1_54","1","5","4"
"1944",NA,NA,"10.50385","RothC","1_54","1","5","4"
"1945",NA,NA,"10.3219","RothC","1_54","1","5","4"
"1946",NA,NA,"10.1655","RothC","1_54","1","5","4"
"1947",NA,NA,"9.9906","RothC","1_54","1","5","4"
"1948",NA,NA,"9.8733","RothC","1_54","1","5","4"
"1949",NA,NA,"9.77295","RothC","1_54","1","5","4"
"1950",NA,NA,"9.68315","RothC","1_54","1","5","4"
"1951",NA,NA,"9.6052","RothC","1_54","1","5","4"
"1952",NA,NA,"9.5672","RothC","1_54","1","5","4"
"1953",NA,NA,"9.47745","RothC","1_54","1","5","4"
"1954",NA,NA,"9.3888","RothC","1_54","1","5","4"
"1955",NA,NA,"9.3205","RothC","1_54","1","5","4"
"1956",NA,NA,"9.2113","RothC","1_54","1","5","4"
"1957",NA,NA,"9.156","RothC","1_54","1","5","4"
"1958",NA,NA,"9.1156","RothC","1_54","1","5","4"
"1959",NA,NA,"9.05045","RothC","1_54","1","5","4"
"1960",NA,NA,"9.00805","RothC","1_54","1","5","4"
"1961",NA,NA,"8.87055","RothC","1_54","1","5","4"
"1962",NA,NA,"8.74635","RothC","1_54","1","5","4"
"1963",NA,NA,"8.63675","RothC","1_54","1","5","4"
"1964",NA,NA,"8.5257","RothC","1_54","1","5","4"
"1965",NA,NA,"8.41875","RothC","1_54","1","5","4"
"1966",NA,NA,"8.32835","RothC","1_54","1","5","4"
"1967",NA,NA,"8.2458","RothC","1_54","1","5","4"
"1968",NA,NA,"8.16325","RothC","1_54","1","5","4"
"1969",NA,NA,"8.076","RothC","1_54","1","5","4"
"1970",NA,NA,"7.99505","RothC","1_54","1","5","4"
"1971",NA,NA,"7.91985","RothC","1_54","1","5","4"
"1972",NA,NA,"7.8349","RothC","1_54","1","5","4"
"1973",NA,NA,"7.7664","RothC","1_54","1","5","4"
"1974",NA,NA,"7.6968","RothC","1_54","1","5","4"
"1975",NA,NA,"7.62825","RothC","1_54","1","5","4"
"1976",NA,NA,"7.56765","RothC","1_54","1","5","4"
"1977",NA,NA,"7.50635","RothC","1_54","1","5","4"
"1978",NA,NA,"7.452","RothC","1_54","1","5","4"
"1979",NA,NA,"7.39645","RothC","1_54","1","5","4"
"1980",NA,NA,"7.3425","RothC","1_54","1","5","4"
"1981",NA,NA,"7.2778","RothC","1_54","1","5","4"
"1982",NA,NA,"7.2234","RothC","1_54","1","5","4"
"1983",NA,NA,"7.16675","RothC","1_54","1","5","4"
"1984",NA,NA,"7.0974","RothC","1_54","1","5","4"
"1985",NA,NA,"7.03925","RothC","1_54","1","5","4"
"1986",NA,NA,"6.98615","RothC","1_54","1","5","4"
"1987",NA,NA,"6.92585","RothC","1_54","1","5","4"
"1988",NA,NA,"6.86845","RothC","1_54","1","5","4"
"1989",NA,NA,"6.81185","RothC","1_54","1","5","4"
"1990",NA,NA,"6.7572","RothC","1_54","1","5","4"
"1991",NA,NA,"6.70745","RothC","1_54","1","5","4"
"1992",NA,NA,"6.6492","RothC","1_54","1","5","4"
"1993",NA,NA,"6.5889","RothC","1_54","1","5","4"
"1994",NA,NA,"6.5391","RothC","1_54","1","5","4"
"1995",NA,NA,"6.4923","RothC","1_54","1","5","4"
"1996",NA,NA,"6.44195","RothC","1_54","1","5","4"
"1997",NA,NA,"6.38415","RothC","1_54","1","5","4"
"1998",NA,NA,"6.32985","RothC","1_54","1","5","4"
"1999",NA,NA,"6.2788","RothC","1_54","1","5","4"
"2000",NA,NA,"6.2168","RothC","1_54","1","5","4"
"2001",NA,NA,"6.1688","RothC","1_54","1","5","4"
"2002",NA,NA,"6.1185","RothC","1_54","1","5","4"
"2003",NA,NA,"6.15875","RothC","1_54","1","5","4"
"2004",NA,NA,"6.2047","RothC","1_54","1","5","4"
"2005",NA,NA,"6.25695","RothC","1_54","1","5","4"
"2006",NA,NA,"6.4105","RothC","1_54","1","5","4"
"2007",NA,NA,"6.31715","RothC","1_54","1","5","4"
"2008",NA,NA,"6.27765","RothC","1_54","1","5","4"
"2009",NA,NA,"6.27525","RothC","1_54","1","5","4"
"2010",NA,NA,"6.22995","RothC","1_54","1","5","4"
"2011",NA,NA,"6.2399","RothC","1_54","1","5","4"
"2012",NA,NA,"6.1804","RothC","1_54","1","5","4"
"2013",NA,NA,"6.23395","RothC","1_54","1","5","4"
"2014",NA,NA,"6.19965","RothC","1_54","1","5","4"
"2015",NA,NA,"6.26455","RothC","1_54","1","5","4"
"2016",NA,NA,"6.24535","RothC","1_54","1","5","4"
"2017",NA,NA,"6.301","RothC","1_54","1","5","4"
"2018",NA,NA,"6.2753","RothC","1_54","1","5","4"
"2019",NA,NA,"6.2634","RothC","1_54","1","5","4"
"2020",NA,NA,"6.2592","RothC","1_54","1","5","4"
"2021",NA,NA,"6.2708","RothC","1_54","1","5","4"
"2022",NA,NA,"6.27035","RothC","1_54","1","5","4"
"2023",NA,NA,"6.22485","RothC","1_54","1","5","4"
"2024",NA,NA,"6.2673","RothC","1_54","1","5","4"
"2025",NA,NA,"6.25875","RothC","1_54","1","5","4"
"2026",NA,NA,"6.31965","RothC","1_54","1","5","4"
"2027",NA,NA,"6.2458","RothC","1_54","1","5","4"
"2028",NA,NA,"6.30935","RothC","1_54","1","5","4"
"2029",NA,NA,"6.2775","RothC","1_54","1","5","4"
"2030",NA,NA,"6.2858","RothC","1_54","1","5","4"
"2031",NA,NA,"6.2581","RothC","1_54","1","5","4"
"2032",NA,NA,"6.32375","RothC","1_54","1","5","4"
"2033",NA,NA,"6.29175","RothC","1_54","1","5","4"
"2034",NA,NA,"6.332","RothC","1_54","1","5","4"
"2035",NA,NA,"6.2569","RothC","1_54","1","5","4"
"2036",NA,NA,"6.3281","RothC","1_54","1","5","4"
"2037",NA,NA,"6.31255","RothC","1_54","1","5","4"
"2038",NA,NA,"6.3046","RothC","1_54","1","5","4"
"2039",NA,NA,"6.27555","RothC","1_54","1","5","4"
"2040",NA,NA,"6.2551","RothC","1_54","1","5","4"
"2041",NA,NA,"6.2022","RothC","1_54","1","5","4"
"2042",NA,NA,"6.2114","RothC","1_54","1","5","4"
"2043",NA,NA,"6.21035","RothC","1_54","1","5","4"
"2044",NA,NA,"6.25375","RothC","1_54","1","5","4"
"2045",NA,NA,"6.2007","RothC","1_54","1","5","4"
"2046",NA,NA,"6.245","RothC","1_54","1","5","4"
"2047",NA,NA,"6.1616","RothC","1_54","1","5","4"
"2048",NA,NA,"6.2226","RothC","1_54","1","5","4"
