"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.142,1.2,"APSIM","5_44",5,4,4
1988,0,0.86,1.6,"APSIM","5_44",5,4,4
1989,0,0.811,1.9,"APSIM","5_44",5,4,4
1990,0,0.507,2.4,"APSIM","5_44",5,4,4
1991,0,0.618,3.2,"APSIM","5_44",5,4,4
1992,0,0.735,3.7,"APSIM","5_44",5,4,4
1993,0,0.406,4.1,"APSIM","5_44",5,4,4
1994,0,0.396,4.4,"APSIM","5_44",5,4,4
1995,0,0.481,4.7,"APSIM","5_44",5,4,4
1996,0,0.897,4.7,"APSIM","5_44",5,4,4
1997,0,0.87,4.9,"APSIM","5_44",5,4,4
1998,0,0.775,5.3,"APSIM","5_44",5,4,4
1999,0,0.524,5.6,"APSIM","5_44",5,4,4
2000,0,0.436,5.7,"APSIM","5_44",5,4,4
2001,0,0.183,5.9,"APSIM","5_44",5,4,4
2002,0,1.303,5.8,"APSIM","5_44",5,4,4
2003,1.612,0,6,"APSIM","5_44",5,4,4
2004,0,0.605,6.2,"APSIM","5_44",5,4,4
2005,2.118,0,6.2,"APSIM","5_44",5,4,4
2006,0,1.419,6.3,"APSIM","5_44",5,4,4
2007,2.117,0,6.3,"APSIM","5_44",5,4,4
2008,0,0.752,6,"APSIM","5_44",5,4,4
2009,1.245,0,6,"APSIM","5_44",5,4,4
2010,0,1.041,6,"APSIM","5_44",5,4,4
2011,0,0.011,6.3,"APSIM","5_44",5,4,4
2012,1.555,0,6,"APSIM","5_44",5,4,4
2013,0,2.08,6,"APSIM","5_44",5,4,4
2014,1.881,0,6.3,"APSIM","5_44",5,4,4
2015,0,0.696,6,"APSIM","5_44",5,4,4
2016,1.5,0,6.3,"APSIM","5_44",5,4,4
2017,0,1.343,5.9,"APSIM","5_44",5,4,4
2018,0.865,0,6,"APSIM","5_44",5,4,4
2019,0,1.327,5.9,"APSIM","5_44",5,4,4
2020,1.533,0,6.1,"APSIM","5_44",5,4,4
2021,0,1.2,5.9,"APSIM","5_44",5,4,4
2022,2.399,0,6,"APSIM","5_44",5,4,4
2023,0,0.74,6,"APSIM","5_44",5,4,4
2024,1.446,0,6.2,"APSIM","5_44",5,4,4
2025,0,1.406,6.1,"APSIM","5_44",5,4,4
2026,1.346,0,6.4,"APSIM","5_44",5,4,4
2027,0,1.094,6.2,"APSIM","5_44",5,4,4
2028,1.634,0,6.1,"APSIM","5_44",5,4,4
2029,0,0.918,6,"APSIM","5_44",5,4,4
2030,1.276,0,6.2,"APSIM","5_44",5,4,4
2031,0,1.232,6,"APSIM","5_44",5,4,4
2032,1.163,0,6.1,"APSIM","5_44",5,4,4
2033,0,0.756,6.2,"APSIM","5_44",5,4,4
2034,1.241,0,6.1,"APSIM","5_44",5,4,4
2035,0,1.192,5.9,"APSIM","5_44",5,4,4
2036,0.629,0,6.1,"APSIM","5_44",5,4,4
2037,0,1.714,5.9,"APSIM","5_44",5,4,4
2038,1.802,0,6,"APSIM","5_44",5,4,4
2039,0,1.185,5.7,"APSIM","5_44",5,4,4
2040,1.391,0,5.8,"APSIM","5_44",5,4,4
2041,0,0.606,5.5,"APSIM","5_44",5,4,4
2042,1.728,0,5.5,"APSIM","5_44",5,4,4
2043,0,1.049,5.3,"APSIM","5_44",5,4,4
2044,0,0,5.4,"APSIM","5_44",5,4,4
2045,0,0.928,5,"APSIM","5_44",5,4,4
2046,1.425,0,5.3,"APSIM","5_44",5,4,4
2047,0,0.343,5.2,"APSIM","5_44",5,4,4
2048,1.56,0,5.1,"APSIM","5_44",5,4,4
2049,0,0.761,5.2,"APSIM","5_44",5,4,4
2050,1.154,0,5.4,"APSIM","5_44",5,4,4
