"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.137,1.2,"APSIM","1_42",1,4,2
1988,0,0.595,1.6,"APSIM","1_42",1,4,2
1989,0,0.829,1.9,"APSIM","1_42",1,4,2
1990,0,0.537,2.3,"APSIM","1_42",1,4,2
1991,0,0.614,2.9,"APSIM","1_42",1,4,2
1992,0,0.734,3.7,"APSIM","1_42",1,4,2
1993,0,0.233,4.2,"APSIM","1_42",1,4,2
1994,0,0.344,4.6,"APSIM","1_42",1,4,2
1995,0,0.526,5,"APSIM","1_42",1,4,2
1996,0,1.036,5.1,"APSIM","1_42",1,4,2
1997,0,0.893,5.3,"APSIM","1_42",1,4,2
1998,0,0.774,5.6,"APSIM","1_42",1,4,2
1999,0,0.359,6,"APSIM","1_42",1,4,2
2000,0,0.434,5.9,"APSIM","1_42",1,4,2
2001,0,0.155,6.1,"APSIM","1_42",1,4,2
2002,0,0.995,6,"APSIM","1_42",1,4,2
2003,1.727,0,6.2,"APSIM","1_42",1,4,2
2004,0,0.654,6.4,"APSIM","1_42",1,4,2
2005,2.139,0,6.4,"APSIM","1_42",1,4,2
2006,0,1.422,6.6,"APSIM","1_42",1,4,2
2007,2.178,0,6.6,"APSIM","1_42",1,4,2
2008,0,0.816,6.3,"APSIM","1_42",1,4,2
2009,1.448,0,6.3,"APSIM","1_42",1,4,2
2010,0,1.098,6.3,"APSIM","1_42",1,4,2
2011,0,0.011,6.5,"APSIM","1_42",1,4,2
2012,1.568,0,6.5,"APSIM","1_42",1,4,2
2013,0,2.026,6.5,"APSIM","1_42",1,4,2
2014,1.862,0,6.7,"APSIM","1_42",1,4,2
2015,0,0.865,6.4,"APSIM","1_42",1,4,2
2016,1.472,0,6.6,"APSIM","1_42",1,4,2
2017,0,1.59,6.3,"APSIM","1_42",1,4,2
2018,0.707,0,6.4,"APSIM","1_42",1,4,2
2019,0,1.483,6.3,"APSIM","1_42",1,4,2
2020,1.516,0,6.5,"APSIM","1_42",1,4,2
2021,0,1.401,6.3,"APSIM","1_42",1,4,2
2022,1.378,0,6.4,"APSIM","1_42",1,4,2
2023,0,1.175,6.4,"APSIM","1_42",1,4,2
2024,2.421,0,6.5,"APSIM","1_42",1,4,2
2025,0,1.385,6.3,"APSIM","1_42",1,4,2
2026,1.587,0,6.6,"APSIM","1_42",1,4,2
2027,0,0.792,6.3,"APSIM","1_42",1,4,2
2028,1.493,0,6.2,"APSIM","1_42",1,4,2
2029,0,0.438,6.2,"APSIM","1_42",1,4,2
2030,2.032,0,6.2,"APSIM","1_42",1,4,2
2031,0,0.644,6.1,"APSIM","1_42",1,4,2
2032,2.529,0,6.4,"APSIM","1_42",1,4,2
2033,0,0.904,6.2,"APSIM","1_42",1,4,2
2034,0,0,6.4,"APSIM","1_42",1,4,2
2035,0,1.901,6,"APSIM","1_42",1,4,2
2036,2.609,0,6.2,"APSIM","1_42",1,4,2
2037,0,0.916,6.1,"APSIM","1_42",1,4,2
2038,2.605,0,6.5,"APSIM","1_42",1,4,2
2039,0,0.01,6.5,"APSIM","1_42",1,4,2
2040,1.649,0,6.2,"APSIM","1_42",1,4,2
2041,0,1.648,6.2,"APSIM","1_42",1,4,2
2042,1.895,0,6.4,"APSIM","1_42",1,4,2
2043,0,0.784,6.1,"APSIM","1_42",1,4,2
2044,1.483,0,6.5,"APSIM","1_42",1,4,2
2045,0,1.402,6.2,"APSIM","1_42",1,4,2
2046,0.707,0,6.4,"APSIM","1_42",1,4,2
2047,0,1.451,6.2,"APSIM","1_42",1,4,2
2048,1.516,0,6.4,"APSIM","1_42",1,4,2
2049,0,1.37,6.2,"APSIM","1_42",1,4,2
2050,1.377,0,6.4,"APSIM","1_42",1,4,2
