"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.142,1.2,"APSIM","5_55",5,5,5
1988,0,0.856,1.5,"APSIM","5_55",5,5,5
1989,0,0.873,1.8,"APSIM","5_55",5,5,5
1990,0,0.554,2.3,"APSIM","5_55",5,5,5
1991,0,0.6,2.9,"APSIM","5_55",5,5,5
1992,0,0.725,3.3,"APSIM","5_55",5,5,5
1993,0,0.399,3.6,"APSIM","5_55",5,5,5
1994,0,0.393,3.8,"APSIM","5_55",5,5,5
1995,0,0.476,4,"APSIM","5_55",5,5,5
1996,0,0.825,4,"APSIM","5_55",5,5,5
1997,0,0.763,4.2,"APSIM","5_55",5,5,5
1998,0,0.734,4.5,"APSIM","5_55",5,5,5
1999,0,0.531,4.7,"APSIM","5_55",5,5,5
2000,0,0.422,4.7,"APSIM","5_55",5,5,5
2001,0,0.2,4.9,"APSIM","5_55",5,5,5
2002,0,0.979,4.8,"APSIM","5_55",5,5,5
2003,1.608,0,5,"APSIM","5_55",5,5,5
2004,0,0.349,5.1,"APSIM","5_55",5,5,5
2005,2.136,0,5.2,"APSIM","5_55",5,5,5
2006,0,1.085,5.3,"APSIM","5_55",5,5,5
2007,2.058,0,5.4,"APSIM","5_55",5,5,5
2008,0,0.448,5.1,"APSIM","5_55",5,5,5
2009,1.318,0,5.5,"APSIM","5_55",5,5,5
2010,0,0.611,5.3,"APSIM","5_55",5,5,5
2011,0,0,5.5,"APSIM","5_55",5,5,5
2012,1.035,0.023,5.7,"APSIM","5_55",5,5,5
2013,0,1.359,5.5,"APSIM","5_55",5,5,5
2014,1.876,0,5.7,"APSIM","5_55",5,5,5
2015,0,0.717,5.4,"APSIM","5_55",5,5,5
2016,1.5,0,5.7,"APSIM","5_55",5,5,5
2017,0,1.069,5.3,"APSIM","5_55",5,5,5
2018,0.934,0,5.6,"APSIM","5_55",5,5,5
2019,0,1.339,5.5,"APSIM","5_55",5,5,5
2020,1.534,0,5.7,"APSIM","5_55",5,5,5
2021,0,1.117,5.5,"APSIM","5_55",5,5,5
2022,2.394,0,5.7,"APSIM","5_55",5,5,5
2023,0,0.565,5.6,"APSIM","5_55",5,5,5
2024,1.498,0,5.9,"APSIM","5_55",5,5,5
2025,0,1.242,5.8,"APSIM","5_55",5,5,5
2026,1.35,0,6.1,"APSIM","5_55",5,5,5
2027,0,0.945,5.9,"APSIM","5_55",5,5,5
2028,1.589,0,5.9,"APSIM","5_55",5,5,5
2029,0,0.924,5.6,"APSIM","5_55",5,5,5
2030,1.37,0,5.9,"APSIM","5_55",5,5,5
2031,0,1.138,5.6,"APSIM","5_55",5,5,5
2032,1.483,0,5.8,"APSIM","5_55",5,5,5
2033,0,0.675,5.8,"APSIM","5_55",5,5,5
2034,1.252,0,5.7,"APSIM","5_55",5,5,5
2035,0,1.241,5.5,"APSIM","5_55",5,5,5
2036,0.666,0,5.8,"APSIM","5_55",5,5,5
2037,0,1.443,5.5,"APSIM","5_55",5,5,5
2038,1.806,0,5.7,"APSIM","5_55",5,5,5
2039,0,1.126,5.3,"APSIM","5_55",5,5,5
2040,1.391,0,5.5,"APSIM","5_55",5,5,5
2041,0,0.585,5.2,"APSIM","5_55",5,5,5
2042,1.726,0,5.2,"APSIM","5_55",5,5,5
2043,0,1.054,4.9,"APSIM","5_55",5,5,5
2044,0,0,5.1,"APSIM","5_55",5,5,5
2045,0,0.906,4.8,"APSIM","5_55",5,5,5
2046,1.428,0,5,"APSIM","5_55",5,5,5
2047,0,0.536,4.8,"APSIM","5_55",5,5,5
2048,1.565,0,4.9,"APSIM","5_55",5,5,5
2049,0,0.843,5,"APSIM","5_55",5,5,5
2050,1.167,0,5.3,"APSIM","5_55",5,5,5
