"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.137,1.2,"APSIM","1_55",1,5,5
1988,0,0.596,1.5,"APSIM","1_55",1,5,5
1989,0,0.877,1.8,"APSIM","1_55",1,5,5
1990,0,0.572,2.2,"APSIM","1_55",1,5,5
1991,0,0.632,2.8,"APSIM","1_55",1,5,5
1992,0,0.7,3.3,"APSIM","1_55",1,5,5
1993,0,0.225,3.7,"APSIM","1_55",1,5,5
1994,0,0.355,4,"APSIM","1_55",1,5,5
1995,0,0.507,4.3,"APSIM","1_55",1,5,5
1996,0,0.946,4.3,"APSIM","1_55",1,5,5
1997,0,0.732,4.5,"APSIM","1_55",1,5,5
1998,0,0.727,4.7,"APSIM","1_55",1,5,5
1999,0,0.476,4.9,"APSIM","1_55",1,5,5
2000,0,0.435,4.9,"APSIM","1_55",1,5,5
2001,0,0.178,5.1,"APSIM","1_55",1,5,5
2002,0,0.958,5,"APSIM","1_55",1,5,5
2003,1.729,0,5.2,"APSIM","1_55",1,5,5
2004,0,0.466,5.3,"APSIM","1_55",1,5,5
2005,2.182,0,5.4,"APSIM","1_55",1,5,5
2006,0,1.117,5.6,"APSIM","1_55",1,5,5
2007,2.199,0,5.6,"APSIM","1_55",1,5,5
2008,0,0.593,5.5,"APSIM","1_55",1,5,5
2009,1.536,0,5.8,"APSIM","1_55",1,5,5
2010,0,0.451,5.6,"APSIM","1_55",1,5,5
2011,0,0,5.8,"APSIM","1_55",1,5,5
2012,1.464,0,5.6,"APSIM","1_55",1,5,5
2013,0,1.866,5.5,"APSIM","1_55",1,5,5
2014,1.99,0,5.8,"APSIM","1_55",1,5,5
2015,0,0.739,5.6,"APSIM","1_55",1,5,5
2016,1.528,0,5.9,"APSIM","1_55",1,5,5
2017,0,1.118,5.6,"APSIM","1_55",1,5,5
2018,0.785,0,5.8,"APSIM","1_55",1,5,5
2019,0,1.341,5.7,"APSIM","1_55",1,5,5
2020,1.518,0,6,"APSIM","1_55",1,5,5
2021,0,1.113,5.8,"APSIM","1_55",1,5,5
2022,1.357,0,5.9,"APSIM","1_55",1,5,5
2023,0,1.342,6,"APSIM","1_55",1,5,5
2024,2.428,0,6.2,"APSIM","1_55",1,5,5
2025,0,1.129,6,"APSIM","1_55",1,5,5
2026,1.629,0,6.3,"APSIM","1_55",1,5,5
2027,0,0.68,6,"APSIM","1_55",1,5,5
2028,1.494,0,5.9,"APSIM","1_55",1,5,5
2029,0,0.442,5.9,"APSIM","1_55",1,5,5
2030,2.033,0,5.9,"APSIM","1_55",1,5,5
2031,0,0.779,5.7,"APSIM","1_55",1,5,5
2032,2.536,0,6,"APSIM","1_55",1,5,5
2033,0,0.749,5.8,"APSIM","1_55",1,5,5
2034,0,0,6.3,"APSIM","1_55",1,5,5
2035,0,1.8,5.7,"APSIM","1_55",1,5,5
2036,2.648,0,5.9,"APSIM","1_55",1,5,5
2037,0,0.742,6,"APSIM","1_55",1,5,5
2038,2.639,0,6.3,"APSIM","1_55",1,5,5
2039,0,0.006,6.2,"APSIM","1_55",1,5,5
2040,1.653,0,5.8,"APSIM","1_55",1,5,5
2041,0,1.451,5.8,"APSIM","1_55",1,5,5
2042,2.002,0,6,"APSIM","1_55",1,5,5
2043,0,0.543,5.8,"APSIM","1_55",1,5,5
2044,1.53,0,6.1,"APSIM","1_55",1,5,5
2045,0,1.187,5.8,"APSIM","1_55",1,5,5
2046,0.785,0,6,"APSIM","1_55",1,5,5
2047,0,1.327,5.9,"APSIM","1_55",1,5,5
2048,1.518,0,6.1,"APSIM","1_55",1,5,5
2049,0,1.118,5.9,"APSIM","1_55",1,5,5
2050,1.358,0,6.1,"APSIM","1_55",1,5,5
