"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"11.248","RothC","1_55","1","5","5"
"1941",NA,NA,"11.26415","RothC","1_55","1","5","5"
"1942",NA,NA,"10.98815","RothC","1_55","1","5","5"
"1943",NA,NA,"10.76825","RothC","1_55","1","5","5"
"1944",NA,NA,"10.50385","RothC","1_55","1","5","5"
"1945",NA,NA,"10.3219","RothC","1_55","1","5","5"
"1946",NA,NA,"10.1655","RothC","1_55","1","5","5"
"1947",NA,NA,"9.9906","RothC","1_55","1","5","5"
"1948",NA,NA,"9.8733","RothC","1_55","1","5","5"
"1949",NA,NA,"9.77295","RothC","1_55","1","5","5"
"1950",NA,NA,"9.68315","RothC","1_55","1","5","5"
"1951",NA,NA,"9.6052","RothC","1_55","1","5","5"
"1952",NA,NA,"9.5672","RothC","1_55","1","5","5"
"1953",NA,NA,"9.47745","RothC","1_55","1","5","5"
"1954",NA,NA,"9.3888","RothC","1_55","1","5","5"
"1955",NA,NA,"9.3205","RothC","1_55","1","5","5"
"1956",NA,NA,"9.2113","RothC","1_55","1","5","5"
"1957",NA,NA,"9.156","RothC","1_55","1","5","5"
"1958",NA,NA,"9.1156","RothC","1_55","1","5","5"
"1959",NA,NA,"9.05045","RothC","1_55","1","5","5"
"1960",NA,NA,"9.00805","RothC","1_55","1","5","5"
"1961",NA,NA,"8.87055","RothC","1_55","1","5","5"
"1962",NA,NA,"8.74635","RothC","1_55","1","5","5"
"1963",NA,NA,"8.63675","RothC","1_55","1","5","5"
"1964",NA,NA,"8.5257","RothC","1_55","1","5","5"
"1965",NA,NA,"8.41875","RothC","1_55","1","5","5"
"1966",NA,NA,"8.32835","RothC","1_55","1","5","5"
"1967",NA,NA,"8.2458","RothC","1_55","1","5","5"
"1968",NA,NA,"8.16325","RothC","1_55","1","5","5"
"1969",NA,NA,"8.076","RothC","1_55","1","5","5"
"1970",NA,NA,"7.99505","RothC","1_55","1","5","5"
"1971",NA,NA,"7.91985","RothC","1_55","1","5","5"
"1972",NA,NA,"7.8349","RothC","1_55","1","5","5"
"1973",NA,NA,"7.7664","RothC","1_55","1","5","5"
"1974",NA,NA,"7.6968","RothC","1_55","1","5","5"
"1975",NA,NA,"7.62825","RothC","1_55","1","5","5"
"1976",NA,NA,"7.56765","RothC","1_55","1","5","5"
"1977",NA,NA,"7.50635","RothC","1_55","1","5","5"
"1978",NA,NA,"7.452","RothC","1_55","1","5","5"
"1979",NA,NA,"7.39645","RothC","1_55","1","5","5"
"1980",NA,NA,"7.3425","RothC","1_55","1","5","5"
"1981",NA,NA,"7.2778","RothC","1_55","1","5","5"
"1982",NA,NA,"7.2234","RothC","1_55","1","5","5"
"1983",NA,NA,"7.16675","RothC","1_55","1","5","5"
"1984",NA,NA,"7.0974","RothC","1_55","1","5","5"
"1985",NA,NA,"7.03925","RothC","1_55","1","5","5"
"1986",NA,NA,"6.98615","RothC","1_55","1","5","5"
"1987",NA,NA,"6.92585","RothC","1_55","1","5","5"
"1988",NA,NA,"6.86845","RothC","1_55","1","5","5"
"1989",NA,NA,"6.81185","RothC","1_55","1","5","5"
"1990",NA,NA,"6.7572","RothC","1_55","1","5","5"
"1991",NA,NA,"6.70745","RothC","1_55","1","5","5"
"1992",NA,NA,"6.6492","RothC","1_55","1","5","5"
"1993",NA,NA,"6.5889","RothC","1_55","1","5","5"
"1994",NA,NA,"6.5391","RothC","1_55","1","5","5"
"1995",NA,NA,"6.4923","RothC","1_55","1","5","5"
"1996",NA,NA,"6.44195","RothC","1_55","1","5","5"
"1997",NA,NA,"6.38415","RothC","1_55","1","5","5"
"1998",NA,NA,"6.32985","RothC","1_55","1","5","5"
"1999",NA,NA,"6.2788","RothC","1_55","1","5","5"
"2000",NA,NA,"6.2168","RothC","1_55","1","5","5"
"2001",NA,NA,"6.1688","RothC","1_55","1","5","5"
"2002",NA,NA,"6.1185","RothC","1_55","1","5","5"
"2003",NA,NA,"6.15875","RothC","1_55","1","5","5"
"2004",NA,NA,"6.20475","RothC","1_55","1","5","5"
"2005",NA,NA,"6.25725","RothC","1_55","1","5","5"
"2006",NA,NA,"6.39335","RothC","1_55","1","5","5"
"2007",NA,NA,"6.30355","RothC","1_55","1","5","5"
"2008",NA,NA,"6.26375","RothC","1_55","1","5","5"
"2009",NA,NA,"6.2627","RothC","1_55","1","5","5"
"2010",NA,NA,"6.21345","RothC","1_55","1","5","5"
"2011",NA,NA,"6.22435","RothC","1_55","1","5","5"
"2012",NA,NA,"6.16625","RothC","1_55","1","5","5"
"2013",NA,NA,"6.2167","RothC","1_55","1","5","5"
"2014",NA,NA,"6.18455","RothC","1_55","1","5","5"
"2015",NA,NA,"6.24645","RothC","1_55","1","5","5"
"2016",NA,NA,"6.2302","RothC","1_55","1","5","5"
"2017",NA,NA,"6.28155","RothC","1_55","1","5","5"
"2018",NA,NA,"6.25925","RothC","1_55","1","5","5"
"2019",NA,NA,"6.24365","RothC","1_55","1","5","5"
"2020",NA,NA,"6.24315","RothC","1_55","1","5","5"
"2021",NA,NA,"6.2499","RothC","1_55","1","5","5"
"2022",NA,NA,"6.25385","RothC","1_55","1","5","5"
"2023",NA,NA,"6.203","RothC","1_55","1","5","5"
"2024",NA,NA,"6.253","RothC","1_55","1","5","5"
"2025",NA,NA,"6.2468","RothC","1_55","1","5","5"
"2026",NA,NA,"6.3102","RothC","1_55","1","5","5"
"2027",NA,NA,"6.23825","RothC","1_55","1","5","5"
"2028",NA,NA,"6.3029","RothC","1_55","1","5","5"
"2029",NA,NA,"6.27165","RothC","1_55","1","5","5"
"2030",NA,NA,"6.2785","RothC","1_55","1","5","5"
"2031",NA,NA,"6.2513","RothC","1_55","1","5","5"
"2032",NA,NA,"6.32075","RothC","1_55","1","5","5"
"2033",NA,NA,"6.2884","RothC","1_55","1","5","5"
"2034",NA,NA,"6.32725","RothC","1_55","1","5","5"
"2035",NA,NA,"6.25165","RothC","1_55","1","5","5"
"2036",NA,NA,"6.3259","RothC","1_55","1","5","5"
"2037",NA,NA,"6.30965","RothC","1_55","1","5","5"
"2038",NA,NA,"6.29535","RothC","1_55","1","5","5"
"2039",NA,NA,"6.2679","RothC","1_55","1","5","5"
"2040",NA,NA,"6.24185","RothC","1_55","1","5","5"
"2041",NA,NA,"6.19095","RothC","1_55","1","5","5"
"2042",NA,NA,"6.20245","RothC","1_55","1","5","5"
"2043",NA,NA,"6.2025","RothC","1_55","1","5","5"
"2044",NA,NA,"6.24245","RothC","1_55","1","5","5"
"2045",NA,NA,"6.1911","RothC","1_55","1","5","5"
"2046",NA,NA,"6.2383","RothC","1_55","1","5","5"
"2047",NA,NA,"6.1548","RothC","1_55","1","5","5"
"2048",NA,NA,"6.21915","RothC","1_55","1","5","5"
