"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.18,1.4,"APSIM","1_8",1,8,""
1988,0,0.725,1.9,"APSIM","1_8",1,8,""
1989,0,0.845,2.2,"APSIM","1_8",1,8,""
1990,0,0.548,2.7,"APSIM","1_8",1,8,""
1991,0,0.587,3.5,"APSIM","1_8",1,8,""
1992,0,0.743,4.1,"APSIM","1_8",1,8,""
1993,0,0.332,4.5,"APSIM","1_8",1,8,""
1994,0,0.373,4.9,"APSIM","1_8",1,8,""
1995,0,0.537,5.2,"APSIM","1_8",1,8,""
1996,0,1.082,5.2,"APSIM","1_8",1,8,""
1997,0,0.919,5.4,"APSIM","1_8",1,8,""
1998,0,0.835,5.8,"APSIM","1_8",1,8,""
1999,0,0.499,6.1,"APSIM","1_8",1,8,""
2000,0,0.441,6.1,"APSIM","1_8",1,8,""
2001,0,0.158,6.3,"APSIM","1_8",1,8,""
2002,0,1.203,6.2,"APSIM","1_8",1,8,""
2003,0,0.966,6.4,"APSIM","1_8",1,8,""
2004,2.492,0,7,"APSIM","1_8",1,8,""
2005,0,0.991,6.7,"APSIM","1_8",1,8,""
2006,0.959,0,7.1,"APSIM","1_8",1,8,""
2007,0,1,6.9,"APSIM","1_8",1,8,""
2008,0,1.007,6.8,"APSIM","1_8",1,8,""
2009,0,0.735,7.1,"APSIM","1_8",1,8,""
2010,0,0.362,7.7,"APSIM","1_8",1,8,""
2011,0,0,8,"APSIM","1_8",1,8,""
2012,0,1.041,7.4,"APSIM","1_8",1,8,""
2013,2.028,0,7.7,"APSIM","1_8",1,8,""
2014,0,1.115,7.3,"APSIM","1_8",1,8,""
2015,2.739,0,7.4,"APSIM","1_8",1,8,""
2016,0,0.506,7.5,"APSIM","1_8",1,8,""
2017,2.247,0,7.4,"APSIM","1_8",1,8,""
2018,0,1.039,7.1,"APSIM","1_8",1,8,""
2019,1.896,0,7.3,"APSIM","1_8",1,8,""
2020,0,0.754,7,"APSIM","1_8",1,8,""
2021,2.595,0,7.3,"APSIM","1_8",1,8,""
2022,0,0.821,7.1,"APSIM","1_8",1,8,""
2023,1.565,0,7.5,"APSIM","1_8",1,8,""
2024,0,0.861,7.2,"APSIM","1_8",1,8,""
2025,2.637,0,7.3,"APSIM","1_8",1,8,""
2026,0,1.182,7.4,"APSIM","1_8",1,8,""
2027,2.119,0,7.6,"APSIM","1_8",1,8,""
2028,0,0.709,7.3,"APSIM","1_8",1,8,""
2029,1.44,0,7.5,"APSIM","1_8",1,8,""
2030,0,1.465,7.3,"APSIM","1_8",1,8,""
2031,1.829,0,7.6,"APSIM","1_8",1,8,""
2032,0,0.886,7.7,"APSIM","1_8",1,8,""
2033,2.386,0,7.5,"APSIM","1_8",1,8,""
2034,0,0.975,7.9,"APSIM","1_8",1,8,""
2035,2.497,0,8.1,"APSIM","1_8",1,8,""
2036,0,1.042,7.6,"APSIM","1_8",1,8,""
2037,1.772,0,7.8,"APSIM","1_8",1,8,""
2038,0,0.921,7.9,"APSIM","1_8",1,8,""
2039,0,0,8,"APSIM","1_8",1,8,""
2040,0,1.102,7.8,"APSIM","1_8",1,8,""
2041,1.996,0,8.1,"APSIM","1_8",1,8,""
2042,0,1.116,7.7,"APSIM","1_8",1,8,""
2043,2.739,0,7.8,"APSIM","1_8",1,8,""
2044,0,0.521,7.9,"APSIM","1_8",1,8,""
2045,2.246,0,7.8,"APSIM","1_8",1,8,""
2046,0,1.039,7.4,"APSIM","1_8",1,8,""
2047,1.896,0,7.6,"APSIM","1_8",1,8,""
2048,0,0.746,7.3,"APSIM","1_8",1,8,""
2049,2.594,0,7.6,"APSIM","1_8",1,8,""
2050,0,0.862,7.3,"APSIM","1_8",1,8,""
