"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.142,1.2,"APSIM","5_65",5,6,5
1988,0,0.86,1.6,"APSIM","5_65",5,6,5
1989,0,0.811,1.9,"APSIM","5_65",5,6,5
1990,0,0.507,2.4,"APSIM","5_65",5,6,5
1991,0,0.618,3.2,"APSIM","5_65",5,6,5
1992,0,0.735,3.7,"APSIM","5_65",5,6,5
1993,0,0.406,4.1,"APSIM","5_65",5,6,5
1994,0,0.396,4.4,"APSIM","5_65",5,6,5
1995,0,0.481,4.7,"APSIM","5_65",5,6,5
1996,0,0.897,4.7,"APSIM","5_65",5,6,5
1997,0,0.87,4.9,"APSIM","5_65",5,6,5
1998,0,0.775,5.3,"APSIM","5_65",5,6,5
1999,0,0.524,5.6,"APSIM","5_65",5,6,5
2000,0,0.436,5.7,"APSIM","5_65",5,6,5
2001,0,0.183,5.9,"APSIM","5_65",5,6,5
2002,0,1.303,5.8,"APSIM","5_65",5,6,5
2003,1.612,0,6,"APSIM","5_65",5,6,5
2004,0,0.605,6.2,"APSIM","5_65",5,6,5
2005,2.118,0,6.2,"APSIM","5_65",5,6,5
2006,0,1.419,6.3,"APSIM","5_65",5,6,5
2007,2.117,0,6.3,"APSIM","5_65",5,6,5
2008,0,0.752,6,"APSIM","5_65",5,6,5
2009,1.245,0,6,"APSIM","5_65",5,6,5
2010,0,1.041,6,"APSIM","5_65",5,6,5
2011,0,0,6.2,"APSIM","5_65",5,6,5
2012,0,1.281,5.8,"APSIM","5_65",5,6,5
2013,1.687,0,6,"APSIM","5_65",5,6,5
2014,0,1.01,5.8,"APSIM","5_65",5,6,5
2015,2.595,0,5.8,"APSIM","5_65",5,6,5
2016,0,0.615,6,"APSIM","5_65",5,6,5
2017,1.645,0,5.9,"APSIM","5_65",5,6,5
2018,0,1.086,5.6,"APSIM","5_65",5,6,5
2019,1.822,0,5.8,"APSIM","5_65",5,6,5
2020,0,0.544,5.7,"APSIM","5_65",5,6,5
2021,2.564,0,5.8,"APSIM","5_65",5,6,5
2022,0,0.688,29.6,"APSIM","5_65",5,6,5
2023,0.963,0,29.4,"APSIM","5_65",5,6,5
2024,0,0.924,29.1,"APSIM","5_65",5,6,5
2025,1.429,0,29.2,"APSIM","5_65",5,6,5
2026,0,0.496,28.7,"APSIM","5_65",5,6,5
2027,1.963,0,28.5,"APSIM","5_65",5,6,5
2028,0,0.799,27.9,"APSIM","5_65",5,6,5
2029,0.368,0,27.8,"APSIM","5_65",5,6,5
2030,0,0.837,27.9,"APSIM","5_65",5,6,5
2031,2.452,0,27.9,"APSIM","5_65",5,6,5
2032,0,0.726,27.8,"APSIM","5_65",5,6,5
2033,1.562,0,27.8,"APSIM","5_65",5,6,5
2034,0,0.425,27.3,"APSIM","5_65",5,6,5
2035,1.858,0,27.2,"APSIM","5_65",5,6,5
2036,0,0.171,27,"APSIM","5_65",5,6,5
2037,2.021,0,26.8,"APSIM","5_65",5,6,5
2038,0,0.943,26.5,"APSIM","5_65",5,6,5
2039,2.502,0,26.7,"APSIM","5_65",5,6,5
2040,0,0.319,26.4,"APSIM","5_65",5,6,5
2041,1.81,0,26.2,"APSIM","5_65",5,6,5
2042,0,0.739,26,"APSIM","5_65",5,6,5
2043,1.816,0,26.1,"APSIM","5_65",5,6,5
2044,0,0.357,26.1,"APSIM","5_65",5,6,5
2045,1.669,0,26,"APSIM","5_65",5,6,5
2046,0,0.805,25.8,"APSIM","5_65",5,6,5
2047,1.424,0,26,"APSIM","5_65",5,6,5
2048,0,0.59,25.6,"APSIM","5_65",5,6,5
2049,1.227,0,25.9,"APSIM","5_65",5,6,5
2050,0,0.767,25.8,"APSIM","5_65",5,6,5
