"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.137,1.2,"APSIM","1_62",1,6,2
1988,0,0.595,1.6,"APSIM","1_62",1,6,2
1989,0,0.829,1.9,"APSIM","1_62",1,6,2
1990,0,0.537,2.3,"APSIM","1_62",1,6,2
1991,0,0.614,2.9,"APSIM","1_62",1,6,2
1992,0,0.734,3.7,"APSIM","1_62",1,6,2
1993,0,0.233,4.2,"APSIM","1_62",1,6,2
1994,0,0.344,4.6,"APSIM","1_62",1,6,2
1995,0,0.526,5,"APSIM","1_62",1,6,2
1996,0,1.036,5.1,"APSIM","1_62",1,6,2
1997,0,0.893,5.3,"APSIM","1_62",1,6,2
1998,0,0.774,5.6,"APSIM","1_62",1,6,2
1999,0,0.359,6,"APSIM","1_62",1,6,2
2000,0,0.434,5.9,"APSIM","1_62",1,6,2
2001,0,0.155,6.1,"APSIM","1_62",1,6,2
2002,0,0.995,6,"APSIM","1_62",1,6,2
2003,1.727,0,6.2,"APSIM","1_62",1,6,2
2004,0,0.654,6.4,"APSIM","1_62",1,6,2
2005,2.139,0,6.4,"APSIM","1_62",1,6,2
2006,0,1.422,6.6,"APSIM","1_62",1,6,2
2007,2.178,0,6.6,"APSIM","1_62",1,6,2
2008,0,0.816,6.3,"APSIM","1_62",1,6,2
2009,1.448,0,6.3,"APSIM","1_62",1,6,2
2010,0,1.098,6.3,"APSIM","1_62",1,6,2
2011,0,0,6.4,"APSIM","1_62",1,6,2
2012,0,1.113,6.3,"APSIM","1_62",1,6,2
2013,1.517,0,6.4,"APSIM","1_62",1,6,2
2014,0,1.084,6.2,"APSIM","1_62",1,6,2
2015,2.833,0,6.2,"APSIM","1_62",1,6,2
2016,0,0.596,6.4,"APSIM","1_62",1,6,2
2017,2.06,0,6.3,"APSIM","1_62",1,6,2
2018,0,0.809,6.1,"APSIM","1_62",1,6,2
2019,1.91,0,6.2,"APSIM","1_62",1,6,2
2020,0,0.673,6,"APSIM","1_62",1,6,2
2021,2.518,0,6.1,"APSIM","1_62",1,6,2
2022,0,0.528,15.6,"APSIM","1_62",1,6,2
2023,1.213,0,15.6,"APSIM","1_62",1,6,2
2024,0,0.959,15.2,"APSIM","1_62",1,6,2
2025,2.432,0,15.1,"APSIM","1_62",1,6,2
2026,0,0.878,15.2,"APSIM","1_62",1,6,2
2027,2.26,0,15.2,"APSIM","1_62",1,6,2
2028,0,0.625,15,"APSIM","1_62",1,6,2
2029,1.494,0,15.2,"APSIM","1_62",1,6,2
2030,0,1.035,15.1,"APSIM","1_62",1,6,2
2031,1.839,0,15.1,"APSIM","1_62",1,6,2
2032,0,0.715,15.2,"APSIM","1_62",1,6,2
2033,2.209,0,15.1,"APSIM","1_62",1,6,2
2034,0,0.572,15.2,"APSIM","1_62",1,6,2
2035,2.464,0,15.1,"APSIM","1_62",1,6,2
2036,0,0.904,14.7,"APSIM","1_62",1,6,2
2037,1.482,0,14.8,"APSIM","1_62",1,6,2
2038,0,0.795,14.8,"APSIM","1_62",1,6,2
2039,0.26,0,15,"APSIM","1_62",1,6,2
2040,0,0.254,14.9,"APSIM","1_62",1,6,2
2041,1.778,0,14.9,"APSIM","1_62",1,6,2
2042,0,1.003,14.4,"APSIM","1_62",1,6,2
2043,2.874,0,14.4,"APSIM","1_62",1,6,2
2044,0,0.627,14.5,"APSIM","1_62",1,6,2
2045,2.155,0,14.5,"APSIM","1_62",1,6,2
2046,0,0.74,14.3,"APSIM","1_62",1,6,2
2047,1.935,0,14.3,"APSIM","1_62",1,6,2
2048,0,0.641,14.1,"APSIM","1_62",1,6,2
2049,2.543,0,14.3,"APSIM","1_62",1,6,2
2050,0,0.511,14,"APSIM","1_62",1,6,2
