"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.142,1.2,"APSIM","5_41",5,4,1
1988,0,0.86,1.6,"APSIM","5_41",5,4,1
1989,0,0.811,1.9,"APSIM","5_41",5,4,1
1990,0,0.507,2.4,"APSIM","5_41",5,4,1
1991,0,0.618,3.2,"APSIM","5_41",5,4,1
1992,0,0.735,3.7,"APSIM","5_41",5,4,1
1993,0,0.406,4.1,"APSIM","5_41",5,4,1
1994,0,0.396,4.4,"APSIM","5_41",5,4,1
1995,0,0.481,4.7,"APSIM","5_41",5,4,1
1996,0,0.897,4.7,"APSIM","5_41",5,4,1
1997,0,0.87,4.9,"APSIM","5_41",5,4,1
1998,0,0.775,5.3,"APSIM","5_41",5,4,1
1999,0,0.524,5.6,"APSIM","5_41",5,4,1
2000,0,0.436,5.7,"APSIM","5_41",5,4,1
2001,0,0.183,5.9,"APSIM","5_41",5,4,1
2002,0,1.303,5.8,"APSIM","5_41",5,4,1
2003,1.612,0,6,"APSIM","5_41",5,4,1
2004,0,0.605,6.2,"APSIM","5_41",5,4,1
2005,2.118,0,6.2,"APSIM","5_41",5,4,1
2006,0,1.419,6.3,"APSIM","5_41",5,4,1
2007,2.117,0,6.3,"APSIM","5_41",5,4,1
2008,0,0.752,6,"APSIM","5_41",5,4,1
2009,1.245,0,6,"APSIM","5_41",5,4,1
2010,0,1.041,6,"APSIM","5_41",5,4,1
2011,0,0.011,6.3,"APSIM","5_41",5,4,1
2012,1.555,0,6,"APSIM","5_41",5,4,1
2013,0,2.15,6,"APSIM","5_41",5,4,1
2014,1.881,0,6.3,"APSIM","5_41",5,4,1
2015,0,0.848,6,"APSIM","5_41",5,4,1
2016,1.5,0,6.3,"APSIM","5_41",5,4,1
2017,0,1.507,6,"APSIM","5_41",5,4,1
2018,0.864,0,6.1,"APSIM","5_41",5,4,1
2019,0,1.499,6,"APSIM","5_41",5,4,1
2020,1.533,0,6.2,"APSIM","5_41",5,4,1
2021,0,1.384,6,"APSIM","5_41",5,4,1
2022,2.399,0,6.1,"APSIM","5_41",5,4,1
2023,0,0.967,6,"APSIM","5_41",5,4,1
2024,1.446,0,6.2,"APSIM","5_41",5,4,1
2025,0,1.524,6.2,"APSIM","5_41",5,4,1
2026,1.346,0,6.4,"APSIM","5_41",5,4,1
2027,0,1.317,6.3,"APSIM","5_41",5,4,1
2028,1.636,0,6.2,"APSIM","5_41",5,4,1
2029,0,0.918,6.1,"APSIM","5_41",5,4,1
2030,1.275,0,6.3,"APSIM","5_41",5,4,1
2031,0,1.386,6,"APSIM","5_41",5,4,1
2032,1.216,0,6.1,"APSIM","5_41",5,4,1
2033,0,0.841,6.2,"APSIM","5_41",5,4,1
2034,1.242,0,6,"APSIM","5_41",5,4,1
2035,0,1.306,5.9,"APSIM","5_41",5,4,1
2036,0.648,0,6,"APSIM","5_41",5,4,1
2037,0,1.81,5.8,"APSIM","5_41",5,4,1
2038,1.803,0,6.1,"APSIM","5_41",5,4,1
2039,0,1.196,5.7,"APSIM","5_41",5,4,1
2040,1.391,0,5.9,"APSIM","5_41",5,4,1
2041,0,0.65,5.5,"APSIM","5_41",5,4,1
2042,1.731,0,5.6,"APSIM","5_41",5,4,1
2043,0,1.118,5.3,"APSIM","5_41",5,4,1
2044,0,0,5.5,"APSIM","5_41",5,4,1
2045,0,1.121,5.1,"APSIM","5_41",5,4,1
2046,1.425,0,5.3,"APSIM","5_41",5,4,1
2047,0,0.576,5.3,"APSIM","5_41",5,4,1
2048,1.56,0,5.3,"APSIM","5_41",5,4,1
2049,0,0.719,5.4,"APSIM","5_41",5,4,1
2050,1.276,0,5.6,"APSIM","5_41",5,4,1
