"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.142,1.2,"APSIM","5_43",5,4,3
1988,0,0.86,1.6,"APSIM","5_43",5,4,3
1989,0,0.811,1.9,"APSIM","5_43",5,4,3
1990,0,0.507,2.4,"APSIM","5_43",5,4,3
1991,0,0.618,3.2,"APSIM","5_43",5,4,3
1992,0,0.735,3.7,"APSIM","5_43",5,4,3
1993,0,0.406,4.1,"APSIM","5_43",5,4,3
1994,0,0.396,4.4,"APSIM","5_43",5,4,3
1995,0,0.481,4.7,"APSIM","5_43",5,4,3
1996,0,0.897,4.7,"APSIM","5_43",5,4,3
1997,0,0.87,4.9,"APSIM","5_43",5,4,3
1998,0,0.775,5.3,"APSIM","5_43",5,4,3
1999,0,0.524,5.6,"APSIM","5_43",5,4,3
2000,0,0.436,5.7,"APSIM","5_43",5,4,3
2001,0,0.183,5.9,"APSIM","5_43",5,4,3
2002,0,1.303,5.8,"APSIM","5_43",5,4,3
2003,1.612,0,6,"APSIM","5_43",5,4,3
2004,0,0.605,6.2,"APSIM","5_43",5,4,3
2005,2.118,0,6.2,"APSIM","5_43",5,4,3
2006,0,1.419,6.3,"APSIM","5_43",5,4,3
2007,2.117,0,6.3,"APSIM","5_43",5,4,3
2008,0,0.752,6,"APSIM","5_43",5,4,3
2009,1.245,0,6,"APSIM","5_43",5,4,3
2010,0,1.041,6,"APSIM","5_43",5,4,3
2011,0,0.011,6.3,"APSIM","5_43",5,4,3
2012,1.555,0,6,"APSIM","5_43",5,4,3
2013,0,2.112,6,"APSIM","5_43",5,4,3
2014,1.881,0,6.3,"APSIM","5_43",5,4,3
2015,0,0.746,6,"APSIM","5_43",5,4,3
2016,1.5,0,6.3,"APSIM","5_43",5,4,3
2017,0,1.401,5.9,"APSIM","5_43",5,4,3
2018,0.865,0,6.1,"APSIM","5_43",5,4,3
2019,0,1.393,5.9,"APSIM","5_43",5,4,3
2020,1.533,0,6.2,"APSIM","5_43",5,4,3
2021,0,1.259,6,"APSIM","5_43",5,4,3
2022,2.399,0,6,"APSIM","5_43",5,4,3
2023,0,0.826,6,"APSIM","5_43",5,4,3
2024,1.446,0,6.2,"APSIM","5_43",5,4,3
2025,0,1.44,6.2,"APSIM","5_43",5,4,3
2026,1.346,0,6.4,"APSIM","5_43",5,4,3
2027,0,1.184,6.3,"APSIM","5_43",5,4,3
2028,1.633,0,6.1,"APSIM","5_43",5,4,3
2029,0,0.918,6,"APSIM","5_43",5,4,3
2030,1.276,0,6.3,"APSIM","5_43",5,4,3
2031,0,1.314,6,"APSIM","5_43",5,4,3
2032,1.165,0,6.1,"APSIM","5_43",5,4,3
2033,0,0.785,6.2,"APSIM","5_43",5,4,3
2034,1.241,0,6.1,"APSIM","5_43",5,4,3
2035,0,1.263,5.9,"APSIM","5_43",5,4,3
2036,0.632,0,6.1,"APSIM","5_43",5,4,3
2037,0,1.783,5.9,"APSIM","5_43",5,4,3
2038,1.803,0,6.1,"APSIM","5_43",5,4,3
2039,0,1.169,5.8,"APSIM","5_43",5,4,3
2040,1.391,0,5.9,"APSIM","5_43",5,4,3
2041,0,0.629,5.5,"APSIM","5_43",5,4,3
2042,1.729,0,5.6,"APSIM","5_43",5,4,3
2043,0,0.998,5.3,"APSIM","5_43",5,4,3
2044,0,0,5.4,"APSIM","5_43",5,4,3
2045,0,0.988,5.1,"APSIM","5_43",5,4,3
2046,1.425,0,5.3,"APSIM","5_43",5,4,3
2047,0,0.414,5.2,"APSIM","5_43",5,4,3
2048,1.56,0,5.2,"APSIM","5_43",5,4,3
2049,0,0.813,5.3,"APSIM","5_43",5,4,3
2050,1.14,0,5.5,"APSIM","5_43",5,4,3
