"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"11.248","RothC","5_44","5","4","4"
"1941",NA,NA,"11.26415","RothC","5_44","5","4","4"
"1942",NA,NA,"10.98815","RothC","5_44","5","4","4"
"1943",NA,NA,"10.76825","RothC","5_44","5","4","4"
"1944",NA,NA,"10.50385","RothC","5_44","5","4","4"
"1945",NA,NA,"10.3219","RothC","5_44","5","4","4"
"1946",NA,NA,"10.1655","RothC","5_44","5","4","4"
"1947",NA,NA,"9.9906","RothC","5_44","5","4","4"
"1948",NA,NA,"9.8733","RothC","5_44","5","4","4"
"1949",NA,NA,"9.77295","RothC","5_44","5","4","4"
"1950",NA,NA,"9.68315","RothC","5_44","5","4","4"
"1951",NA,NA,"9.6052","RothC","5_44","5","4","4"
"1952",NA,NA,"9.5672","RothC","5_44","5","4","4"
"1953",NA,NA,"9.47745","RothC","5_44","5","4","4"
"1954",NA,NA,"9.3888","RothC","5_44","5","4","4"
"1955",NA,NA,"9.3205","RothC","5_44","5","4","4"
"1956",NA,NA,"9.2113","RothC","5_44","5","4","4"
"1957",NA,NA,"9.156","RothC","5_44","5","4","4"
"1958",NA,NA,"9.1156","RothC","5_44","5","4","4"
"1959",NA,NA,"9.05045","RothC","5_44","5","4","4"
"1960",NA,NA,"9.00805","RothC","5_44","5","4","4"
"1961",NA,NA,"8.87055","RothC","5_44","5","4","4"
"1962",NA,NA,"8.74635","RothC","5_44","5","4","4"
"1963",NA,NA,"8.63675","RothC","5_44","5","4","4"
"1964",NA,NA,"8.5257","RothC","5_44","5","4","4"
"1965",NA,NA,"8.41875","RothC","5_44","5","4","4"
"1966",NA,NA,"8.32835","RothC","5_44","5","4","4"
"1967",NA,NA,"8.2458","RothC","5_44","5","4","4"
"1968",NA,NA,"8.16325","RothC","5_44","5","4","4"
"1969",NA,NA,"8.076","RothC","5_44","5","4","4"
"1970",NA,NA,"7.99505","RothC","5_44","5","4","4"
"1971",NA,NA,"7.91985","RothC","5_44","5","4","4"
"1972",NA,NA,"7.8349","RothC","5_44","5","4","4"
"1973",NA,NA,"7.7664","RothC","5_44","5","4","4"
"1974",NA,NA,"7.6968","RothC","5_44","5","4","4"
"1975",NA,NA,"7.62825","RothC","5_44","5","4","4"
"1976",NA,NA,"7.56765","RothC","5_44","5","4","4"
"1977",NA,NA,"7.50635","RothC","5_44","5","4","4"
"1978",NA,NA,"7.452","RothC","5_44","5","4","4"
"1979",NA,NA,"7.39645","RothC","5_44","5","4","4"
"1980",NA,NA,"7.3425","RothC","5_44","5","4","4"
"1981",NA,NA,"7.2778","RothC","5_44","5","4","4"
"1982",NA,NA,"7.2234","RothC","5_44","5","4","4"
"1983",NA,NA,"7.16675","RothC","5_44","5","4","4"
"1984",NA,NA,"7.0974","RothC","5_44","5","4","4"
"1985",NA,NA,"7.03925","RothC","5_44","5","4","4"
"1986",NA,NA,"6.98615","RothC","5_44","5","4","4"
"1987",NA,NA,"6.92585","RothC","5_44","5","4","4"
"1988",NA,NA,"6.86845","RothC","5_44","5","4","4"
"1989",NA,NA,"6.81185","RothC","5_44","5","4","4"
"1990",NA,NA,"6.7572","RothC","5_44","5","4","4"
"1991",NA,NA,"6.70745","RothC","5_44","5","4","4"
"1992",NA,NA,"6.6492","RothC","5_44","5","4","4"
"1993",NA,NA,"6.5889","RothC","5_44","5","4","4"
"1994",NA,NA,"6.5391","RothC","5_44","5","4","4"
"1995",NA,NA,"6.4923","RothC","5_44","5","4","4"
"1996",NA,NA,"6.44195","RothC","5_44","5","4","4"
"1997",NA,NA,"6.38415","RothC","5_44","5","4","4"
"1998",NA,NA,"6.32985","RothC","5_44","5","4","4"
"1999",NA,NA,"6.2788","RothC","5_44","5","4","4"
"2000",NA,NA,"6.2168","RothC","5_44","5","4","4"
"2001",NA,NA,"6.1688","RothC","5_44","5","4","4"
"2002",NA,NA,"6.1185","RothC","5_44","5","4","4"
"2003",NA,NA,"6.15355","RothC","5_44","5","4","4"
"2004",NA,NA,"6.44735","RothC","5_44","5","4","4"
"2005",NA,NA,"6.5917","RothC","5_44","5","4","4"
"2006",NA,NA,"6.71995","RothC","5_44","5","4","4"
"2007",NA,NA,"6.57655","RothC","5_44","5","4","4"
"2008",NA,NA,"6.54335","RothC","5_44","5","4","4"
"2009",NA,NA,"6.5295","RothC","5_44","5","4","4"
"2010",NA,NA,"6.50715","RothC","5_44","5","4","4"
"2011",NA,NA,"6.5046","RothC","5_44","5","4","4"
"2012",NA,NA,"6.45925","RothC","5_44","5","4","4"
"2013",NA,NA,"6.5286","RothC","5_44","5","4","4"
"2014",NA,NA,"6.5246","RothC","5_44","5","4","4"
"2015",NA,NA,"6.58555","RothC","5_44","5","4","4"
"2016",NA,NA,"6.59645","RothC","5_44","5","4","4"
"2017",NA,NA,"6.66515","RothC","5_44","5","4","4"
"2018",NA,NA,"6.6702","RothC","5_44","5","4","4"
"2019",NA,NA,"6.63435","RothC","5_44","5","4","4"
"2020",NA,NA,"6.6651","RothC","5_44","5","4","4"
"2021",NA,NA,"6.68585","RothC","5_44","5","4","4"
"2022",NA,NA,"6.73015","RothC","5_44","5","4","4"
"2023",NA,NA,"6.6118","RothC","5_44","5","4","4"
"2024",NA,NA,"6.6541","RothC","5_44","5","4","4"
"2025",NA,NA,"6.6144","RothC","5_44","5","4","4"
"2026",NA,NA,"6.63075","RothC","5_44","5","4","4"
"2027",NA,NA,"6.567","RothC","5_44","5","4","4"
"2028",NA,NA,"6.6387","RothC","5_44","5","4","4"
"2029",NA,NA,"6.62645","RothC","5_44","5","4","4"
"2030",NA,NA,"6.6865","RothC","5_44","5","4","4"
"2031",NA,NA,"6.5907","RothC","5_44","5","4","4"
"2032",NA,NA,"6.6238","RothC","5_44","5","4","4"
"2033",NA,NA,"6.596","RothC","5_44","5","4","4"
"2034",NA,NA,"6.6485","RothC","5_44","5","4","4"
"2035",NA,NA,"6.57235","RothC","5_44","5","4","4"
"2036",NA,NA,"6.64145","RothC","5_44","5","4","4"
"2037",NA,NA,"6.59595","RothC","5_44","5","4","4"
"2038",NA,NA,"6.63655","RothC","5_44","5","4","4"
"2039",NA,NA,"6.59435","RothC","5_44","5","4","4"
"2040",NA,NA,"6.6758","RothC","5_44","5","4","4"
"2041",NA,NA,"6.64215","RothC","5_44","5","4","4"
"2042",NA,NA,"6.704","RothC","5_44","5","4","4"
"2043",NA,NA,"6.6476","RothC","5_44","5","4","4"
"2044",NA,NA,"6.71875","RothC","5_44","5","4","4"
"2045",NA,NA,"6.6648","RothC","5_44","5","4","4"
"2046",NA,NA,"6.6832","RothC","5_44","5","4","4"
"2047",NA,NA,"6.62705","RothC","5_44","5","4","4"
"2048",NA,NA,"6.72565","RothC","5_44","5","4","4"
