"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.142,1.2,"APSIM","5_62",5,6,2
1988,0,0.86,1.6,"APSIM","5_62",5,6,2
1989,0,0.811,1.9,"APSIM","5_62",5,6,2
1990,0,0.507,2.4,"APSIM","5_62",5,6,2
1991,0,0.618,3.2,"APSIM","5_62",5,6,2
1992,0,0.735,3.7,"APSIM","5_62",5,6,2
1993,0,0.406,4.1,"APSIM","5_62",5,6,2
1994,0,0.396,4.4,"APSIM","5_62",5,6,2
1995,0,0.481,4.7,"APSIM","5_62",5,6,2
1996,0,0.897,4.7,"APSIM","5_62",5,6,2
1997,0,0.87,4.9,"APSIM","5_62",5,6,2
1998,0,0.775,5.3,"APSIM","5_62",5,6,2
1999,0,0.524,5.6,"APSIM","5_62",5,6,2
2000,0,0.436,5.7,"APSIM","5_62",5,6,2
2001,0,0.183,5.9,"APSIM","5_62",5,6,2
2002,0,1.303,5.8,"APSIM","5_62",5,6,2
2003,1.612,0,6,"APSIM","5_62",5,6,2
2004,0,0.605,6.2,"APSIM","5_62",5,6,2
2005,2.118,0,6.2,"APSIM","5_62",5,6,2
2006,0,1.419,6.3,"APSIM","5_62",5,6,2
2007,2.117,0,6.3,"APSIM","5_62",5,6,2
2008,0,0.752,6,"APSIM","5_62",5,6,2
2009,1.245,0,6,"APSIM","5_62",5,6,2
2010,0,1.041,6,"APSIM","5_62",5,6,2
2011,0,0,6.2,"APSIM","5_62",5,6,2
2012,0,1.281,5.8,"APSIM","5_62",5,6,2
2013,1.687,0,6,"APSIM","5_62",5,6,2
2014,0,1.01,5.8,"APSIM","5_62",5,6,2
2015,2.595,0,5.8,"APSIM","5_62",5,6,2
2016,0,0.615,6,"APSIM","5_62",5,6,2
2017,1.645,0,5.9,"APSIM","5_62",5,6,2
2018,0,1.086,5.6,"APSIM","5_62",5,6,2
2019,1.822,0,5.8,"APSIM","5_62",5,6,2
2020,0,0.544,5.7,"APSIM","5_62",5,6,2
2021,2.564,0,5.8,"APSIM","5_62",5,6,2
2022,0,0.821,15,"APSIM","5_62",5,6,2
2023,1.784,0,15,"APSIM","5_62",5,6,2
2024,0,0.957,15,"APSIM","5_62",5,6,2
2025,1.332,0,15.2,"APSIM","5_62",5,6,2
2026,0,0.445,15.1,"APSIM","5_62",5,6,2
2027,1.896,0,15.1,"APSIM","5_62",5,6,2
2028,0,0.738,14.5,"APSIM","5_62",5,6,2
2029,0.249,0,14.4,"APSIM","5_62",5,6,2
2030,0,0.708,14.7,"APSIM","5_62",5,6,2
2031,2.471,0,14.7,"APSIM","5_62",5,6,2
2032,0,0.772,14.7,"APSIM","5_62",5,6,2
2033,1.513,0,14.7,"APSIM","5_62",5,6,2
2034,0,0.363,14.4,"APSIM","5_62",5,6,2
2035,1.787,0,14.3,"APSIM","5_62",5,6,2
2036,0,0.224,14.2,"APSIM","5_62",5,6,2
2037,1.956,0,14,"APSIM","5_62",5,6,2
2038,0,0.887,13.8,"APSIM","5_62",5,6,2
2039,2.462,0,13.9,"APSIM","5_62",5,6,2
2040,0,0.284,13.8,"APSIM","5_62",5,6,2
2041,1.779,0,13.6,"APSIM","5_62",5,6,2
2042,0,0.709,13.5,"APSIM","5_62",5,6,2
2043,1.774,0,13.5,"APSIM","5_62",5,6,2
2044,0,0.367,13.5,"APSIM","5_62",5,6,2
2045,1.626,0,13.5,"APSIM","5_62",5,6,2
2046,0,0.711,13.3,"APSIM","5_62",5,6,2
2047,1.377,0,13.5,"APSIM","5_62",5,6,2
2048,0,0.603,13.2,"APSIM","5_62",5,6,2
2049,1.213,0,13.5,"APSIM","5_62",5,6,2
2050,0,0.772,13.5,"APSIM","5_62",5,6,2
