"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.192,1.4,"APSIM","5_8",5,8,""
1988,0,0.955,1.9,"APSIM","5_8",5,8,""
1989,0,0.887,2.2,"APSIM","5_8",5,8,""
1990,0,0.608,2.8,"APSIM","5_8",5,8,""
1991,0,0.715,3.6,"APSIM","5_8",5,8,""
1992,0,0.752,4,"APSIM","5_8",5,8,""
1993,0,0.444,4.4,"APSIM","5_8",5,8,""
1994,0,0.411,4.6,"APSIM","5_8",5,8,""
1995,0,0.439,4.9,"APSIM","5_8",5,8,""
1996,0,0.935,4.9,"APSIM","5_8",5,8,""
1997,0,0.9,5,"APSIM","5_8",5,8,""
1998,0,0.798,5.4,"APSIM","5_8",5,8,""
1999,0,0.558,5.7,"APSIM","5_8",5,8,""
2000,0,0.447,5.8,"APSIM","5_8",5,8,""
2001,0,0.188,6,"APSIM","5_8",5,8,""
2002,0,1.276,5.9,"APSIM","5_8",5,8,""
2003,0,0.988,6.1,"APSIM","5_8",5,8,""
2004,2.326,0,6.6,"APSIM","5_8",5,8,""
2005,0,1.029,6.3,"APSIM","5_8",5,8,""
2006,0.997,0,6.6,"APSIM","5_8",5,8,""
2007,0,0.945,6.4,"APSIM","5_8",5,8,""
2008,0,0.974,6.4,"APSIM","5_8",5,8,""
2009,0,0.806,6.8,"APSIM","5_8",5,8,""
2010,0,0.484,7.2,"APSIM","5_8",5,8,""
2011,0,0,7.5,"APSIM","5_8",5,8,""
2012,0,1.208,7,"APSIM","5_8",5,8,""
2013,1.973,0,7.4,"APSIM","5_8",5,8,""
2014,0,1.113,6.9,"APSIM","5_8",5,8,""
2015,2.538,0,7,"APSIM","5_8",5,8,""
2016,0,0.718,7,"APSIM","5_8",5,8,""
2017,1.867,0,7,"APSIM","5_8",5,8,""
2018,0,1.209,6.6,"APSIM","5_8",5,8,""
2019,1.866,0,7,"APSIM","5_8",5,8,""
2020,0,0.739,6.7,"APSIM","5_8",5,8,""
2021,2.641,0,7,"APSIM","5_8",5,8,""
2022,0,0.867,6.5,"APSIM","5_8",5,8,""
2023,2.514,0,6.7,"APSIM","5_8",5,8,""
2024,0,1.063,6.8,"APSIM","5_8",5,8,""
2025,1.561,0,7.2,"APSIM","5_8",5,8,""
2026,0,0.625,7,"APSIM","5_8",5,8,""
2027,1.932,0,7,"APSIM","5_8",5,8,""
2028,0,1.148,6.3,"APSIM","5_8",5,8,""
2029,0.561,0,6.4,"APSIM","5_8",5,8,""
2030,0,0.751,6.8,"APSIM","5_8",5,8,""
2031,2.622,0,6.9,"APSIM","5_8",5,8,""
2032,0,1.135,6.9,"APSIM","5_8",5,8,""
2033,1.561,0,7.1,"APSIM","5_8",5,8,""
2034,0,0.475,6.6,"APSIM","5_8",5,8,""
2035,1.809,0,6.6,"APSIM","5_8",5,8,""
2036,0,0.412,6.4,"APSIM","5_8",5,8,""
2037,1.915,0,6.3,"APSIM","5_8",5,8,""
2038,0,1.009,6,"APSIM","5_8",5,8,""
2039,2.522,0,6.4,"APSIM","5_8",5,8,""
2040,0,0.346,6.1,"APSIM","5_8",5,8,""
2041,1.74,0,5.9,"APSIM","5_8",5,8,""
2042,0,1.1,5.7,"APSIM","5_8",5,8,""
2043,1.792,0,5.8,"APSIM","5_8",5,8,""
2044,0,0.375,6,"APSIM","5_8",5,8,""
2045,1.606,0,6,"APSIM","5_8",5,8,""
2046,0,1.005,5.8,"APSIM","5_8",5,8,""
2047,1.363,0,6,"APSIM","5_8",5,8,""
2048,0,0.79,5.7,"APSIM","5_8",5,8,""
2049,1.317,0,6.2,"APSIM","5_8",5,8,""
2050,0,0.81,6,"APSIM","5_8",5,8,""
