"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.142,1.2,"APSIM","5_52",5,5,2
1988,0,0.856,1.5,"APSIM","5_52",5,5,2
1989,0,0.873,1.8,"APSIM","5_52",5,5,2
1990,0,0.554,2.3,"APSIM","5_52",5,5,2
1991,0,0.6,2.9,"APSIM","5_52",5,5,2
1992,0,0.725,3.3,"APSIM","5_52",5,5,2
1993,0,0.399,3.6,"APSIM","5_52",5,5,2
1994,0,0.393,3.8,"APSIM","5_52",5,5,2
1995,0,0.476,4,"APSIM","5_52",5,5,2
1996,0,0.825,4,"APSIM","5_52",5,5,2
1997,0,0.763,4.2,"APSIM","5_52",5,5,2
1998,0,0.734,4.5,"APSIM","5_52",5,5,2
1999,0,0.531,4.7,"APSIM","5_52",5,5,2
2000,0,0.422,4.7,"APSIM","5_52",5,5,2
2001,0,0.2,4.9,"APSIM","5_52",5,5,2
2002,0,0.979,4.8,"APSIM","5_52",5,5,2
2003,1.606,0,5,"APSIM","5_52",5,5,2
2004,0,0.361,5.1,"APSIM","5_52",5,5,2
2005,2.118,0,5.1,"APSIM","5_52",5,5,2
2006,0,1.17,5.1,"APSIM","5_52",5,5,2
2007,2.072,0,5.1,"APSIM","5_52",5,5,2
2008,0,0.485,4.8,"APSIM","5_52",5,5,2
2009,1.282,0,5,"APSIM","5_52",5,5,2
2010,0,0.859,4.9,"APSIM","5_52",5,5,2
2011,0,0,5.1,"APSIM","5_52",5,5,2
2012,1.546,0,5,"APSIM","5_52",5,5,2
2013,0,1.759,5,"APSIM","5_52",5,5,2
2014,1.87,0,5.1,"APSIM","5_52",5,5,2
2015,0,0.679,4.8,"APSIM","5_52",5,5,2
2016,1.495,0,5.1,"APSIM","5_52",5,5,2
2017,0,1.16,4.8,"APSIM","5_52",5,5,2
2018,0.868,0,5,"APSIM","5_52",5,5,2
2019,0,1.334,4.8,"APSIM","5_52",5,5,2
2020,1.533,0,5,"APSIM","5_52",5,5,2
2021,0,1.122,4.9,"APSIM","5_52",5,5,2
2022,2.399,0,5,"APSIM","5_52",5,5,2
2023,0,0.733,4.9,"APSIM","5_52",5,5,2
2024,1.444,0,5.1,"APSIM","5_52",5,5,2
2025,0,1.308,5.1,"APSIM","5_52",5,5,2
2026,1.346,0,5.3,"APSIM","5_52",5,5,2
2027,0,1.121,5.1,"APSIM","5_52",5,5,2
2028,1.641,0,5.1,"APSIM","5_52",5,5,2
2029,0,0.917,5,"APSIM","5_52",5,5,2
2030,1.274,0,5.2,"APSIM","5_52",5,5,2
2031,0,1.247,4.9,"APSIM","5_52",5,5,2
2032,1.176,0,5.1,"APSIM","5_52",5,5,2
2033,0,0.762,5.1,"APSIM","5_52",5,5,2
2034,1.241,0,5.1,"APSIM","5_52",5,5,2
2035,0,1.188,4.9,"APSIM","5_52",5,5,2
2036,0.625,0,5.1,"APSIM","5_52",5,5,2
2037,0,1.504,4.9,"APSIM","5_52",5,5,2
2038,1.802,0,5,"APSIM","5_52",5,5,2
2039,0,1.105,4.7,"APSIM","5_52",5,5,2
2040,1.391,0,4.9,"APSIM","5_52",5,5,2
2041,0,0.597,4.6,"APSIM","5_52",5,5,2
2042,1.72,0,4.6,"APSIM","5_52",5,5,2
2043,0,1.048,4.4,"APSIM","5_52",5,5,2
2044,0,0,4.5,"APSIM","5_52",5,5,2
2045,0,0.925,4.2,"APSIM","5_52",5,5,2
2046,1.425,0,4.4,"APSIM","5_52",5,5,2
2047,0,0.537,4.3,"APSIM","5_52",5,5,2
2048,1.56,0,4.4,"APSIM","5_52",5,5,2
2049,0,0.831,4.4,"APSIM","5_52",5,5,2
2050,1.199,0,4.6,"APSIM","5_52",5,5,2
