"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.142,1.2,"APSIM","5_54",5,5,4
1988,0,0.852,1.5,"APSIM","5_54",5,5,4
1989,0,0.891,1.8,"APSIM","5_54",5,5,4
1990,0,0.592,2.1,"APSIM","5_54",5,5,4
1991,0,0.597,2.6,"APSIM","5_54",5,5,4
1992,0,0.707,2.8,"APSIM","5_54",5,5,4
1993,0,0.38,3,"APSIM","5_54",5,5,4
1994,0,0.384,3.2,"APSIM","5_54",5,5,4
1995,0,0.471,3.3,"APSIM","5_54",5,5,4
1996,0,0.722,3.3,"APSIM","5_54",5,5,4
1997,0,0.657,3.4,"APSIM","5_54",5,5,4
1998,0,0.705,3.7,"APSIM","5_54",5,5,4
1999,0,0.518,3.8,"APSIM","5_54",5,5,4
2000,0,0.391,3.8,"APSIM","5_54",5,5,4
2001,0,0.224,3.9,"APSIM","5_54",5,5,4
2002,0,0.789,3.9,"APSIM","5_54",5,5,4
2003,1.476,0,4,"APSIM","5_54",5,5,4
2004,0,0.326,4,"APSIM","5_54",5,5,4
2005,2.134,0,4.2,"APSIM","5_54",5,5,4
2006,0,0.83,4.2,"APSIM","5_54",5,5,4
2007,2.078,0,4.2,"APSIM","5_54",5,5,4
2008,0,0.322,4,"APSIM","5_54",5,5,4
2009,1.298,0,4.3,"APSIM","5_54",5,5,4
2010,0,0.415,4.1,"APSIM","5_54",5,5,4
2011,0,0.027,4.4,"APSIM","5_54",5,5,4
2012,0.986,0.048,4.5,"APSIM","5_54",5,5,4
2013,0,1.2,4.4,"APSIM","5_54",5,5,4
2014,1.87,0,4.5,"APSIM","5_54",5,5,4
2015,0,0.627,4.2,"APSIM","5_54",5,5,4
2016,1.5,0,4.5,"APSIM","5_54",5,5,4
2017,0,0.813,4.2,"APSIM","5_54",5,5,4
2018,0.918,0,4.5,"APSIM","5_54",5,5,4
2019,0,1.244,4.2,"APSIM","5_54",5,5,4
2020,1.536,0,4.5,"APSIM","5_54",5,5,4
2021,0,0.769,4.3,"APSIM","5_54",5,5,4
2022,2.399,0,4.5,"APSIM","5_54",5,5,4
2023,0,0.543,4.4,"APSIM","5_54",5,5,4
2024,1.475,0,4.6,"APSIM","5_54",5,5,4
2025,0,1.073,4.5,"APSIM","5_54",5,5,4
2026,1.348,0,4.8,"APSIM","5_54",5,5,4
2027,0,0.807,4.5,"APSIM","5_54",5,5,4
2028,1.642,0,4.6,"APSIM","5_54",5,5,4
2029,0,0.877,4.4,"APSIM","5_54",5,5,4
2030,1.317,0,4.6,"APSIM","5_54",5,5,4
2031,0,1.015,4.3,"APSIM","5_54",5,5,4
2032,1.342,0,4.7,"APSIM","5_54",5,5,4
2033,0,0.623,4.5,"APSIM","5_54",5,5,4
2034,1.242,0,4.5,"APSIM","5_54",5,5,4
2035,0,0.993,4.3,"APSIM","5_54",5,5,4
2036,0.592,0,4.5,"APSIM","5_54",5,5,4
2037,0,1.284,4.3,"APSIM","5_54",5,5,4
2038,1.804,0,4.5,"APSIM","5_54",5,5,4
2039,0,0.814,4.1,"APSIM","5_54",5,5,4
2040,1.391,0,4.4,"APSIM","5_54",5,5,4
2041,0,0.509,4.1,"APSIM","5_54",5,5,4
2042,1.718,0,4.1,"APSIM","5_54",5,5,4
2043,0,0.886,3.8,"APSIM","5_54",5,5,4
2044,0,0,4,"APSIM","5_54",5,5,4
2045,0,0.822,3.7,"APSIM","5_54",5,5,4
2046,1.427,0,3.9,"APSIM","5_54",5,5,4
2047,0,0.454,3.8,"APSIM","5_54",5,5,4
2048,1.563,0,3.9,"APSIM","5_54",5,5,4
2049,0,0.738,3.9,"APSIM","5_54",5,5,4
2050,1.175,0,4.2,"APSIM","5_54",5,5,4
