"","CC_CR","CC_NT_CR","CN","RF05_CR","RF15_CR","RF25_CR","RF35_CR","RR00_CR","RR00_NT_CR","RR25_CR","RR25_NT_CR","RR50_CR","RR50_NT_CR","mean_all","mean_RF","mean_RR","mean_RR_NT"
"co2e_ch4_clim_diff_LRF_Daycent",0.00415999944000001,0.00229045619160007,0.00422061479999991,0.00526963895999999,0.00481427639999998,0.00439121376000007,0.00390063527999995,0.00547799039999997,0.00499071528359996,0.00383641704000004,0.00324769961159999,0.00388476648000002,0.00209142160920006,0.00404429578892308,0.0045939411,0.00439972464000001,0.0034432788348
