"Model","Climate_Scenario","component","CC-CR","RF05-CR","RF15-CR","RF25-CR","RF35-CR","RR50-CR","RR25-CR","RR00-CR","RR50-NT-CR","RR25-NT-CR","RR00-NT-CR","CN","CC-NT-CR","component_order"
"Daycent",1,"SoilT_2cm_change",-0.0222405270385551,-1.40485432810993,-1.37748818031882,-1.34026701459464,-1.28651529429775,-0.176303475425062,-0.61481778994748,-1.41476547386655,0.619156477465758,0.210252452706943,-0.0697024744546759,-0.961201461953213,-0.295213176065765,NA
"Daycent",1,"SoilT_5cm_change",0.0423313272513717,-1.35582703179182,-1.32725867178888,-1.28886425025878,-1.23352260695703,-0.113482850642718,-0.558390001777951,-1.36665254487789,0.653908903856053,0.241468587256463,-0.0403440726904662,-0.910862404714678,-0.254114456995847,NA
"Daycent",1,"SoilT_10cm_change",0.0767126587500186,-1.33009221196378,-1.30071037566498,-1.26156355587097,-1.20557639350677,-0.0801450873937739,-0.528690465791506,-1.34106274774967,0.671175917809681,0.256943429302076,-0.0263577444339234,-0.884288737182903,-0.233432731856432,NA
"Daycent",1,"WFPS_2cm_change",-0.00624403098629575,-0.00153355858703846,-0.00203080099849018,-0.00259260402823716,-0.00305858628529809,-0.00563482688594111,-0.00553328525813507,-0.00129298984769302,-0.0074744538880902,-0.00758577471428604,-0.00636455026447441,-0.00311150358625367,-0.00546384668381653,NA
"Daycent",1,"WFPS_5cm_change",-0.00589900119715805,-0.00163294868476416,-0.00216047467794481,-0.0027227127592141,-0.00318681509664728,-0.00529445473434637,-0.00537789938322689,-0.00137158523073841,-0.00700427825800326,-0.00727714666351448,-0.00605664932861005,-0.00328398149017242,-0.00529393529381303,NA
"Daycent",1,"WFPS_10cm_change.1",-0.00509599320600387,-0.000741955348072698,-0.00130284386097729,-0.00190299239046329,-0.00242326528557785,-0.0045560122832228,-0.00462188588642118,-0.000471713520565964,-0.00643494370536932,-0.00651773192591948,-0.00512099623685042,-0.00256832632459031,-0.00444876956869467,NA
"Daycent",5,"N2O_profile_last",0.841240636973807,0.883540734283831,0.846544018522707,0.807184732940919,0.76628374841304,0.844522432072722,0.825971388829148,0.901936001553589,0.716730852277242,0.727026117361173,0.746411858031626,0.650690030869799,0.670529301099443,"N2O_profile_last"
"Daycent",5,"N2O_profile_change",0.054762570635231,0.142353359763909,0.126779250857029,0.106711689056142,0.0860402712675001,0.00797411810451076,0.0321219261486207,0.150459672427818,0.0668135667968712,0.0981715413758192,0.131040974232994,0.115852120846729,0.0810469151768369,"N2O_profile_change"
"Daycent",5,"NO3_0to60cm_last",2.10318863559442,2.58438779230015,2.4592546273547,2.33891403034224,2.22391079541097,3.10821345383606,2.82864694141307,2.65113847837404,2.34890252720545,2.22291359127825,2.11324052236254,2.13220258730386,1.5032895982447,"NO3_0to60cm_last"
"Daycent",5,"NO3_0to60cm_change",-0.521796083691643,-0.77492845143472,-0.713036481146557,-0.661208708021714,-0.620890398063532,-0.811107060871155,-0.870591951482832,-0.802200049243365,-0.326143403212966,-0.312202561823959,-0.293427259407118,-0.679838648978504,-0.351712047620928,"NO3_0to60cm_change"
"Daycent",5,"N2O_0to60cm_last",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",5,"SoilT_15cm_last",21.5272315829107,18.8244837387399,18.9629629615951,19.1173166491847,19.2894368022657,21.13931074441,20.1891727249433,18.76178255072,20.3939639923924,19.6582454860102,19.1402919812871,19.3745995419812,19.857466486716,NA
"Daycent",5,"SW_15cm_last",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",5,"NO3_0to60cm_last.1",2.10318863559442,2.58438779230015,2.4592546273547,2.33891403034224,2.22391079541097,3.10821345383606,2.82864694141307,2.65113847837404,2.34890252720545,2.22291359127825,2.11324052236254,2.13220258730386,1.5032895982447,NA
"Daycent",5,"WFPS_10cm_last",0.237251839467129,0.249767370131651,0.248323876128887,0.246824073208068,0.245372369063442,0.237242880006084,0.238340708988707,0.250420061743581,0.236802369244551,0.241569855833525,0.247873181322797,0.246276025593554,0.243576505361616,NA
"Daycent",5,"CH4_last",0.563692352563931,0.510376385652535,0.515516941810835,0.520927663382862,0.526407594688023,0.565621413568587,0.553858133486409,0.507998050438187,0.569170551470432,0.549120109911658,0.527343211677603,0.524529348689607,0.545928991027396,NA
"Daycent",5,"SoilT_2cm_last",21.6042828823722,18.854932229446,18.9950154262635,19.1515067726711,19.3261393751497,21.2079104894977,20.2419804998257,18.7913314577293,20.4665885356467,19.7178157719521,19.1915270862341,19.4129880224974,19.9158582622724,NA
"Daycent",5,"SoilT_5cm_last",21.5818174586477,18.8476209483099,18.9872971597606,19.1429854238914,19.316928105192,21.188157749164,20.2276051696456,18.7844471855392,20.4452366648273,19.7006187506325,19.1769343432776,19.4032502442998,19.8992177198115,NA
"Daycent",5,"SoilT_10cm_last",21.5660261955658,18.8415045969314,18.9806415075307,19.1361381814391,19.3094788109071,21.1740731408509,20.2167200824261,18.7784046440921,20.4302494926096,19.6883664562856,19.1665555442677,19.3953641638369,19.887240881143,NA
"Daycent",5,"WFPS_2cm_last",0.215175942815827,0.226928270490195,0.22542141862738,0.223839042961248,0.222244397729559,0.215357628941111,0.215759780738327,0.227596269231928,0.213668972537455,0.218171367397401,0.224229017791807,0.223022786198981,0.220059088618223,NA
"Daycent",5,"WFPS_5cm_last",0.216938917724752,0.229166817784043,0.227755165439415,0.226266401831915,0.224803888410065,0.217069654664339,0.218146208125012,0.229723781542788,0.216421059316269,0.220988450610319,0.226926825988534,0.225567710475562,0.222890664259669,NA
"Daycent",5,"WFPS_10cm_last.1",0.237251839467129,0.249767370131651,0.248323876128887,0.246824073208068,0.245372369063442,0.237242880006084,0.238340708988707,0.250420061743581,0.236802369244551,0.241569855833525,0.247873181322797,0.246276025593554,0.243576505361616,NA
"Daycent",5,"N2O_0to60cm_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",5,"SoilT_15cm_change",1.99765864177392,0.810826643227731,0.843619290721236,0.885723604197459,0.940823677898493,1.83146571804544,1.43257818131806,0.798890489363469,2.76896269433527,2.41001872730267,2.18515129560999,1.11116826739672,2.06650395050004,NA
"Daycent",5,"SW_15cm_change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",5,"NO3_0to60cm_change.1",-0.521796083691643,-0.77492845143472,-0.713036481146557,-0.661208708021714,-0.620890398063532,-0.811107060871155,-0.870591951482832,-0.802200049243365,-0.326143403212966,-0.312202561823959,-0.293427259407118,-0.679838648978504,-0.351712047620928,NA
"Daycent",5,"WFPS_10cm_change",-0.00248455656326768,0.00604554426269677,0.00507330742151704,0.003982612189176,0.00300519078224304,-0.00264305491032893,-0.00186877598044025,0.0064386803163089,-0.00578836893351325,-0.00421181679050361,-0.00122091058031007,0.00356118376120818,-0.000569723264048361,NA
"Daycent",5,"CH4_change",-0.0129442471490963,-0.0302674933876511,-0.0272723092158884,-0.023905017401287,-0.0206950081684481,0.0022761637330234,-0.00311072556786801,-0.0315308302829133,0.0393633408807163,0.0310323944541552,0.0204813505662971,-0.0209354612994626,0.0176107114908473,NA
"Daycent",5,"SoilT_2cm_change",1.89301401374707,0.74420925248705,0.772858827848367,0.811245464360773,0.862465425797865,1.72964620699807,1.34562933660135,0.734033301643045,2.7459743259752,2.39551626516563,2.17888066016235,1.03647089506216,2.02773437123272,NA
"Daycent",5,"SoilT_5cm_change",1.9359420002228,0.772543044821656,0.802890056289193,0.842491580722093,0.895343481288112,1.77134353726321,1.38210315189212,0.761859683876324,2.76005559308503,2.4062473350392,2.18632693431546,1.06820335909368,2.04699948348926,NA
"Daycent",5,"SoilT_10cm_change",1.9571266803687,0.786149332132823,0.81700953271962,0.857730949006054,0.911206568948472,1.79185917010765,1.39946519043693,0.774975351103059,2.76444889645422,2.40887466393232,2.18751047796965,1.08321360583998,2.05471534288436,NA
"Daycent",5,"WFPS_2cm_change",-0.00734358724317369,0.000498032905115714,-0.000427147324454924,-0.00149552597593955,-0.00253730478456271,-0.00647806988972496,-0.00698792423090352,0.000870342364780174,-0.0119388726627816,-0.0108943789126111,-0.00805146264347145,-0.0011929109552779,-0.00726716090320964,NA
"Daycent",5,"WFPS_5cm_change",-0.00795323321211674,0.00107301043146546,0.000165441826671359,-0.000883458017419292,-0.00184097124523366,-0.00770050994390725,-0.00696549804303329,0.00134546234003133,-0.01110753431924,-0.00940825147607091,-0.00660902367166474,-0.000964613675682457,-0.00574762823695052,NA
"Daycent",5,"WFPS_10cm_change.1",-0.00248455656326768,0.00604554426269677,0.00507330742151704,0.003982612189176,0.00300519078224304,-0.00264305491032893,-0.00186877598044025,0.0064386803163089,-0.00578836893351325,-0.00421181679050361,-0.00122091058031007,0.00356118376120818,-0.000569723264048361,NA
