"","CC_CR","RF05_CR","RF15_CR","RF25_CR","RF35_CR","RR00_CR","RR00_NT_CR","RR25_CR","RR25_NT_CR","RR50_CR","RR50_NT_CR","mean_all","mean_RF","mean_RR","mean_RR_NT"
"co2e_ch4_clim_diff_KBS_Daycent",-0.0017832123,-0.0046954863,-0.0046904418,-0.00479318849999999,-0.00478186200000003,-0.00463205519999998,-0.00892201500000001,-0.00115166700000002,-0.00675531089999998,0.000751408200000026,-0.00472446630000001,-0.00419802700909091,-0.00474024465,-0.00167743799999999,-0.0068005974
