time,dayofyr,crpval,agcacc,bgcjacc,bgcmacc,cgrain,egrain(N),egrain(P),egrain(S),crmvst,ermvst(N),ermvst(P),ermvst(S),cstraw,estraw(N),estraw(P),estraw(S),stdstraw,estdstraw(N),estdstraw(P),estdstraw(S),addsdc,addsde(N),addsde(P),addsde(S),resid,reside(N),reside(P),reside(S),irrapp,fertapp(N),fertapp(P),fertapp(S),afertapp(N),afertapp(P),afertapp(S),omadapp,omaeapp(N),omaeapp(P),omaeapp(S),strmac(1),strmac(2),strmac(3),strmac(4),strmac(5),strmac(6),strmac(7),strmac(8),cgracc,egracc(N),egracc(P),egracc(S),accrst,accrste(N),accrste(P),accrste(S),ctubesj,etubesj(N),etubesj(P),etubesj(S),ctubesm,etubesm(N),etubesm(P),etubesm(S),srfclittrj,esrfclittrj(N),esrfclittrj(P),esrfclittrj(S),soillittrj,esoillittrj(N),esoillittrj(P),esoillittrj(S),srfclittrm,esrfclittrm(N),esrfclittrm(P),esrfclittrm(S),soillittrm,esoillittrm(N),esoillittrm(P),esoillittrm(S)
2022.83,323,'COT68',139.7252,35.9386,1.8915,38.2206,1.8096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.3009,0.1621,0.0000,0.0000,81.2036,0.6484,0.0000,0.0000,0.0000,2.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9153,0.0045,0.0000,0.0000,0.9161,0.0517,0.0000,0.0000,38.2206,1.8096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7329,0.0736,0.0000,0.0000,22.9308,0.4519,0.0000,0.0000,1.3595,0.0268,0.0000,0.0000,8.3512,0.1646,0.0000,0.0000
2023.83,315,'SORG99',151.9721,51.2856,2.6992,74.4529,2.7849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.5038,0.1633,0.0000,0.0000,62.0154,0.6530,0.0000,0.0000,0.0000,2.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1922,0.0102,0.0000,0.0000,74.4529,2.7849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3563,0.1130,0.0000,0.0000,32.9033,0.6943,0.0000,0.0000,1.9149,0.0416,0.0000,0.0000,11.7630,0.2557,0.0000,0.0000
2024.83,323,'COT68',231.2798,59.7191,3.1431,76.6874,2.8330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.9185,0.1785,0.0000,0.0000,123.6739,0.7141,0.0000,0.0000,0.0000,2.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5618,0.0343,0.0000,0.0000,76.6874,2.8330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3823,0.1262,0.0000,0.0000,39.2053,0.7751,0.0000,0.0000,2.0980,0.0423,0.0000,0.0000,12.8879,0.2597,0.0000,0.0000
2025.83,315,'SORG99',145.7568,57.6779,3.0357,64.9617,2.1456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.1590,0.1527,0.0000,0.0000,64.6360,0.6106,0.0000,0.0000,0.0000,2.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3278,0.0146,0.0000,0.0000,64.9617,2.1456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8535,0.1137,0.0000,0.0000,35.9575,0.6986,0.0000,0.0000,2.3002,0.0452,0.0000,0.0000,14.1300,0.2775,0.0000,0.0000
2026.83,323,'COT68',184.4391,32.3773,1.7041,58.1514,2.7329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.2575,0.1906,0.0000,0.0000,101.0302,0.7622,0.0000,0.0000,0.0000,2.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0561,0.0031,0.0000,0.0000,58.1514,2.7329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5559,0.0752,0.0000,0.0000,21.8434,0.4622,0.0000,0.0000,1.0616,0.0227,0.0000,0.0000,6.5212,0.1397,0.0000,0.0000
2027.83,315,'SORG99',146.9443,57.7857,3.0414,68.7133,2.2397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.6462,0.1449,0.0000,0.0000,62.5848,0.5798,0.0000,0.0000,0.0000,2.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3071,0.0164,0.0000,0.0000,68.7133,2.2397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9243,0.1155,0.0000,0.0000,36.3919,0.7097,0.0000,0.0000,2.2541,0.0442,0.0000,0.0000,13.8465,0.2718,0.0000,0.0000
2028.83,323,'COT68',206.1862,59.4557,3.1292,61.1724,2.3706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.0028,0.1850,0.0000,0.0000,116.0110,0.7401,0.0000,0.0000,0.0000,2.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3887,0.0228,0.0000,0.0000,61.1724,2.3706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0615,0.1168,0.0000,0.0000,37.2349,0.7172,0.0000,0.0000,2.3401,0.0448,0.0000,0.0000,14.3750,0.2754,0.0000,0.0000
2029.83,315,'SORG99',113.0409,43.2611,2.2769,47.7953,2.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0491,0.1572,0.0000,0.0000,52.1965,0.6288,0.0000,0.0000,0.0000,2.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2069,0.0100,0.0000,0.0000,47.7953,2.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4037,0.0908,0.0000,0.0000,27.0510,0.5578,0.0000,0.0000,1.7160,0.0358,0.0000,0.0000,10.5411,0.2198,0.0000,0.0000
2030.83,323,'COT68',228.7235,56.3580,2.9662,65.3698,2.6590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.6707,0.2215,0.0000,0.0000,130.6830,0.8859,0.0000,0.0000,0.0000,2.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4021,0.1285,0.0000,0.0000,0.3503,0.0233,0.0000,0.0000,65.3698,2.6590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9923,0.1187,0.0000,0.0000,36.8098,0.7291,0.0000,0.0000,2.0071,0.0397,0.0000,0.0000,12.3290,0.2440,0.0000,0.0000
2031.83,315,'SORG99',156.0298,63.0215,3.3169,70.8807,2.4106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.0298,0.1653,0.0000,0.0000,68.1193,0.6612,0.0000,0.0000,0.0000,2.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1108,0.0027,0.0000,0.0000,0.0548,0.0035,0.0000,0.0000,70.8807,2.4106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4629,0.1286,0.0000,0.0000,39.7007,0.7897,0.0000,0.0000,2.4579,0.0491,0.0000,0.0000,15.0983,0.3017,0.0000,0.0000
