"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1850,3.98753111111111,NA,NA,107.6,"Daycent","1_43",1,4,3
1851,4.07218666666667,NA,NA,109.1,"Daycent","1_43",1,4,3
1852,3.38510222222222,NA,NA,102,"Daycent","1_43",1,4,3
1853,2.71748666666667,NA,NA,95.5,"Daycent","1_43",1,4,3
1854,3.57348,NA,NA,90,"Daycent","1_43",1,4,3
1855,3.6827,NA,NA,84.5,"Daycent","1_43",1,4,3
1856,2.79865333333333,NA,NA,79.5,"Daycent","1_43",1,4,3
1857,3.31508,NA,NA,75.6,"Daycent","1_43",1,4,3
1858,4.02600222222222,NA,NA,71.4,"Daycent","1_43",1,4,3
1859,3.96733555555556,NA,NA,67.8,"Daycent","1_43",1,4,3
1860,3.18242666666667,NA,NA,64.7,"Daycent","1_43",1,4,3
1861,3.57322222222222,NA,NA,61.8,"Daycent","1_43",1,4,3
1862,3.07370222222222,NA,NA,59.2,"Daycent","1_43",1,4,3
1863,2.50368,NA,NA,56.8,"Daycent","1_43",1,4,3
1864,2.52415333333333,NA,NA,54.8,"Daycent","1_43",1,4,3
1865,3.23366222222222,NA,NA,52.9,"Daycent","1_43",1,4,3
1866,3.42461777777778,NA,NA,51.1,"Daycent","1_43",1,4,3
1867,2.85635111111111,NA,NA,49.5,"Daycent","1_43",1,4,3
1868,3.56498666666667,NA,NA,48.1,"Daycent","1_43",1,4,3
1869,2.26155777777778,NA,NA,46.6,"Daycent","1_43",1,4,3
1870,2.93951333333333,NA,NA,45.4,"Daycent","1_43",1,4,3
1871,2.87101777777778,NA,NA,44.2,"Daycent","1_43",1,4,3
1872,2.91180222222222,NA,NA,43.3,"Daycent","1_43",1,4,3
1873,2.10278888888889,NA,NA,42.3,"Daycent","1_43",1,4,3
1874,1.82598666666667,NA,NA,41.3,"Daycent","1_43",1,4,3
1875,1.88539333333333,NA,NA,40.5,"Daycent","1_43",1,4,3
1876,2.06863555555556,NA,NA,39.8,"Daycent","1_43",1,4,3
1877,2.82448222222222,NA,NA,39.1,"Daycent","1_43",1,4,3
1878,2.51289111111111,NA,NA,38.4,"Daycent","1_43",1,4,3
1879,2.47263111111111,NA,NA,37.9,"Daycent","1_43",1,4,3
1880,1.95374222222222,NA,NA,37.4,"Daycent","1_43",1,4,3
1881,1.51524444444444,NA,NA,36.9,"Daycent","1_43",1,4,3
