"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1850,3.98596666666667,NA,NA,109.9,"Daycent","1_56",1,5,6
1851,4.07219333333333,NA,NA,111.8,"Daycent","1_56",1,5,6
1852,3.38511111111111,NA,NA,104.7,"Daycent","1_56",1,5,6
1853,2.71748,NA,NA,98.2,"Daycent","1_56",1,5,6
1854,3.57348888888889,NA,NA,92.8,"Daycent","1_56",1,5,6
1855,3.68270222222222,NA,NA,87.3,"Daycent","1_56",1,5,6
1856,2.79866222222222,NA,NA,82.3,"Daycent","1_56",1,5,6
1857,3.31510888888889,NA,NA,78.5,"Daycent","1_56",1,5,6
1858,4.02600666666667,NA,NA,74.3,"Daycent","1_56",1,5,6
1859,3.96733333333333,NA,NA,70.9,"Daycent","1_56",1,5,6
1860,3.18241555555556,NA,NA,67.9,"Daycent","1_56",1,5,6
1861,3.57122222222222,NA,NA,65,"Daycent","1_56",1,5,6
1862,3.07370444444444,NA,NA,62.6,"Daycent","1_56",1,5,6
1863,2.50371777777778,NA,NA,60.2,"Daycent","1_56",1,5,6
1864,2.52413777777778,NA,NA,58.3,"Daycent","1_56",1,5,6
1865,3.23366222222222,NA,NA,56.4,"Daycent","1_56",1,5,6
1866,3.26911555555556,NA,NA,54.7,"Daycent","1_56",1,5,6
1867,2.72319555555556,NA,NA,53.1,"Daycent","1_56",1,5,6
1868,3.40217555555556,NA,NA,51.8,"Daycent","1_56",1,5,6
1869,2.14801111111111,NA,NA,50.3,"Daycent","1_56",1,5,6
1870,2.79160444444444,NA,NA,49.2,"Daycent","1_56",1,5,6
1871,2.69538,NA,NA,48,"Daycent","1_56",1,5,6
1872,2.76583555555556,NA,NA,47.1,"Daycent","1_56",1,5,6
1873,1.96175333333333,NA,NA,46.2,"Daycent","1_56",1,5,6
1874,1.70919555555556,NA,NA,45.3,"Daycent","1_56",1,5,6
1875,1.72277777777778,NA,NA,44.5,"Daycent","1_56",1,5,6
1876,1.99051777777778,NA,NA,43.8,"Daycent","1_56",1,5,6
1877,2.68651333333333,NA,NA,43.1,"Daycent","1_56",1,5,6
1878,2.33908888888889,NA,NA,42.5,"Daycent","1_56",1,5,6
1879,2.36686666666667,NA,NA,42,"Daycent","1_56",1,5,6
1880,1.85894444444444,NA,NA,41.5,"Daycent","1_56",1,5,6
1881,1.44840222222222,NA,NA,41.1,"Daycent","1_56",1,5,6
1882,1.61951111111111,NA,NA,40.7,"Daycent","1_56",1,5,6
1883,1.67462666666667,NA,NA,40.3,"Daycent","1_56",1,5,6
1884,1.41603333333333,NA,NA,39.9,"Daycent","1_56",1,5,6
1885,1.42398444444444,NA,NA,39.6,"Daycent","1_56",1,5,6
1886,1.71745777777778,NA,NA,39.2,"Daycent","1_56",1,5,6
1887,1.55012222222222,NA,NA,38.9,"Daycent","1_56",1,5,6
1888,1.17125555555556,NA,NA,38.7,"Daycent","1_56",1,5,6
1889,1.66529333333333,NA,NA,38.4,"Daycent","1_56",1,5,6
1890,1.39376,NA,NA,38.2,"Daycent","1_56",1,5,6
1891,1.16795777777778,NA,NA,38,"Daycent","1_56",1,5,6
1892,1.30599777777778,NA,NA,37.8,"Daycent","1_56",1,5,6
1893,1.43715777777778,NA,NA,37.6,"Daycent","1_56",1,5,6
1894,1.31798,NA,NA,37.5,"Daycent","1_56",1,5,6
1895,1.17737111111111,NA,NA,37.3,"Daycent","1_56",1,5,6
1896,1.32788888888889,NA,NA,37.1,"Daycent","1_56",1,5,6
1897,1.01124888888889,NA,NA,37,"Daycent","1_56",1,5,6
1898,1.24829333333333,NA,NA,36.8,"Daycent","1_56",1,5,6
1899,1.35621555555556,NA,NA,36.6,"Daycent","1_56",1,5,6
1900,1.38856,NA,NA,36.6,"Daycent","1_56",1,5,6
1901,1.26028222222222,NA,NA,36.4,"Daycent","1_56",1,5,6
1902,1.27604222222222,NA,NA,36.3,"Daycent","1_56",1,5,6
1903,1.27816444444444,NA,NA,36.2,"Daycent","1_56",1,5,6
1904,1.18589333333333,NA,NA,36.1,"Daycent","1_56",1,5,6
1905,1.48639555555556,NA,NA,36,"Daycent","1_56",1,5,6
1906,1.31369555555556,NA,NA,35.9,"Daycent","1_56",1,5,6
1907,1.46484444444444,NA,NA,35.9,"Daycent","1_56",1,5,6
1908,1.23384222222222,NA,NA,35.8,"Daycent","1_56",1,5,6
1909,0.979342222222222,NA,NA,35.7,"Daycent","1_56",1,5,6
1910,1.11270444444444,NA,NA,35.7,"Daycent","1_56",1,5,6
1911,1.22638666666667,NA,NA,35.6,"Daycent","1_56",1,5,6
1912,1.07428222222222,NA,NA,35.5,"Daycent","1_56",1,5,6
1913,1.11422222222222,NA,NA,35.5,"Daycent","1_56",1,5,6
1914,1.33215111111111,NA,NA,35.4,"Daycent","1_56",1,5,6
1915,1.27024444444444,NA,NA,35.3,"Daycent","1_56",1,5,6
1916,0.993971111111111,NA,NA,35.3,"Daycent","1_56",1,5,6
1917,1.36981777777778,NA,NA,35.3,"Daycent","1_56",1,5,6
1918,1.22287111111111,NA,NA,35.2,"Daycent","1_56",1,5,6
1919,1.06941555555556,NA,NA,35.2,"Daycent","1_56",1,5,6
1920,1.20748888888889,NA,NA,35.1,"Daycent","1_56",1,5,6
1921,1.47115111111111,NA,NA,35.1,"Daycent","1_56",1,5,6
1921,1.47115111111111,NA,NA,35.1,"Daycent","1_56",1,5,6
1922,1.62885111111111,NA,NA,35.1,"Daycent","1_56",1,5,6
1923,1.35679555555556,NA,NA,35,"Daycent","1_56",1,5,6
1924,1.05526666666667,NA,NA,35,"Daycent","1_56",1,5,6
1925,1.28635333333333,NA,NA,35,"Daycent","1_56",1,5,6
1926,1.33903555555556,NA,NA,34.9,"Daycent","1_56",1,5,6
1927,1.17705333333333,NA,NA,34.9,"Daycent","1_56",1,5,6
1928,1.24646666666667,NA,NA,34.8,"Daycent","1_56",1,5,6
1929,1.51226444444444,NA,NA,34.8,"Daycent","1_56",1,5,6
1930,1.49287111111111,NA,NA,34.7,"Daycent","1_56",1,5,6
1931,1.11362666666667,NA,NA,34.7,"Daycent","1_56",1,5,6
1932,1.50377111111111,NA,NA,34.7,"Daycent","1_56",1,5,6
1933,1.36517777777778,NA,NA,34.7,"Daycent","1_56",1,5,6
1934,1.15658444444444,NA,NA,34.6,"Daycent","1_56",1,5,6
1935,1.33558888888889,NA,NA,34.6,"Daycent","1_56",1,5,6
1936,1.55261111111111,NA,NA,34.6,"Daycent","1_56",1,5,6
1937,1.41832888888889,NA,NA,34.6,"Daycent","1_56",1,5,6
1938,1.29893333333333,NA,NA,34.5,"Daycent","1_56",1,5,6
1939,1.54011111111111,NA,NA,34.5,"Daycent","1_56",1,5,6
1940,1.22330222222222,NA,NA,34.5,"Daycent","1_56",1,5,6
1941,1.44868222222222,NA,NA,34.4,"Daycent","1_56",1,5,6
1942,1.57180444444444,NA,NA,34.4,"Daycent","1_56",1,5,6
1943,1.64183333333333,NA,NA,34.4,"Daycent","1_56",1,5,6
1944,1.31222888888889,NA,NA,34.3,"Daycent","1_56",1,5,6
1945,1.32980222222222,NA,NA,34.3,"Daycent","1_56",1,5,6
1946,1.40591555555556,NA,NA,34.3,"Daycent","1_56",1,5,6
1947,1.26648444444444,NA,NA,34.2,"Daycent","1_56",1,5,6
1948,1.59605111111111,NA,NA,34.2,"Daycent","1_56",1,5,6
1949,1.41930888888889,NA,NA,34.2,"Daycent","1_56",1,5,6
1950,NA,1.26793555555556,NA,34.1,"Daycent","1_56",1,5,6
1951,2.21688444444444,NA,NA,34.1,"Daycent","1_56",1,5,6
1952,NA,1.26474888888889,NA,34,"Daycent","1_56",1,5,6
1953,1.48964666666667,NA,NA,34,"Daycent","1_56",1,5,6
1954,NA,1.17076666666667,NA,34,"Daycent","1_56",1,5,6
1955,1.84578,NA,NA,34,"Daycent","1_56",1,5,6
1956,NA,0.897968888888889,NA,34,"Daycent","1_56",1,5,6
1957,1.78984888888889,NA,NA,34,"Daycent","1_56",1,5,6
1958,NA,1.23821111111111,NA,33.9,"Daycent","1_56",1,5,6
1959,2.14203555555556,NA,NA,33.9,"Daycent","1_56",1,5,6
1960,NA,0.883217777777778,NA,33.9,"Daycent","1_56",1,5,6
1961,3.28795777777778,NA,NA,33.9,"Daycent","1_56",1,5,6
1962,NA,0.905406666666667,NA,33.8,"Daycent","1_56",1,5,6
1963,2.43965777777778,NA,NA,33.9,"Daycent","1_56",1,5,6
1964,NA,0.993051111111111,NA,33.8,"Daycent","1_56",1,5,6
1965,3.23326,NA,NA,33.8,"Daycent","1_56",1,5,6
1966,NA,1.13183111111111,NA,33.8,"Daycent","1_56",1,5,6
1967,2.76810666666667,NA,NA,33.8,"Daycent","1_56",1,5,6
1968,NA,1.44642222222222,NA,33.7,"Daycent","1_56",1,5,6
1969,2.53526888888889,NA,NA,33.7,"Daycent","1_56",1,5,6
1970,NA,2.27088,NA,33.7,"Daycent","1_56",1,5,6
1971,4.08177555555556,NA,NA,33.7,"Daycent","1_56",1,5,6
1972,NA,2.22974666666667,NA,33.7,"Daycent","1_56",1,5,6
1973,3.44240222222222,NA,NA,33.7,"Daycent","1_56",1,5,6
1974,NA,1.58068,NA,33.7,"Daycent","1_56",1,5,6
1975,3.86135777777778,NA,NA,33.7,"Daycent","1_56",1,5,6
1976,NA,1.43313555555556,NA,33.7,"Daycent","1_56",1,5,6
1977,4.25325555555556,NA,NA,33.7,"Daycent","1_56",1,5,6
