"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,6.759,0,0,30.6,"APSIM","5_61",5,6,1
1990,0,2.367,0,30.6,"APSIM","5_61",5,6,1
1991,7.623,0,0,31.9,"APSIM","5_61",5,6,1
1992,0,1.353,0,32,"APSIM","5_61",5,6,1
1993,7.93,0,0,32.8,"APSIM","5_61",5,6,1
1994,0,2.231,0,33.1,"APSIM","5_61",5,6,1
1995,0,0,4.248,33.4,"APSIM","5_61",5,6,1
1996,6.985,0,0,33.6,"APSIM","5_61",5,6,1
1997,0,1.62,0,34,"APSIM","5_61",5,6,1
1998,0,0,3.502,34.5,"APSIM","5_61",5,6,1
1999,6.877,0,0,34.1,"APSIM","5_61",5,6,1
2000,0,2.154,0,34.4,"APSIM","5_61",5,6,1
2001,0,0,5.511,34.9,"APSIM","5_61",5,6,1
2002,6.074,0,0,35.1,"APSIM","5_61",5,6,1
2003,0,1.945,0,35.5,"APSIM","5_61",5,6,1
2004,0,0,4.221,35.8,"APSIM","5_61",5,6,1
2005,5.599,0,0,35.7,"APSIM","5_61",5,6,1
2006,0,1.943,0,36.1,"APSIM","5_61",5,6,1
2007,0,0,4.05,36.4,"APSIM","5_61",5,6,1
2008,6.838,0,0,36.4,"APSIM","5_61",5,6,1
2009,0,2.68,0,36.6,"APSIM","5_61",5,6,1
2010,0,0,4.187,37.3,"APSIM","5_61",5,6,1
2011,8.066,0,0,37.2,"APSIM","5_61",5,6,1
2012,0,1.947,0,37.4,"APSIM","5_61",5,6,1
2013,0,0,3.271,37.7,"APSIM","5_61",5,6,1
2014,8.629,0,0,37.7,"APSIM","5_61",5,6,1
2015,0,3.216,0,38,"APSIM","5_61",5,6,1
2016,0,0,5.799,38.7,"APSIM","5_61",5,6,1
2017,7.749,0,0,38.6,"APSIM","5_61",5,6,1
2018,0,0.684,0,38.9,"APSIM","5_61",5,6,1
2019,0,0,5.133,39.1,"APSIM","5_61",5,6,1
2020,7.122,0,0,39.3,"APSIM","5_61",5,6,1
2021,0,3.661,0,39.5,"APSIM","5_61",5,6,1
2022,0,0,5.341,50.3,"APSIM","5_61",5,6,1
2023,6.828,0,0,50.4,"APSIM","5_61",5,6,1
2024,0,1.934,0,50.8,"APSIM","5_61",5,6,1
2025,0,0,4.831,51.3,"APSIM","5_61",5,6,1
2026,7.223,0,0,51.2,"APSIM","5_61",5,6,1
2027,0,2.175,0,51.4,"APSIM","5_61",5,6,1
2028,0,0,3.906,51.8,"APSIM","5_61",5,6,1
2029,1.754,0,0,51.4,"APSIM","5_61",5,6,1
2030,0,2.805,0,51.7,"APSIM","5_61",5,6,1
2031,0,0,4.723,52.1,"APSIM","5_61",5,6,1
2032,4.699,0,0,51.9,"APSIM","5_61",5,6,1
2033,0,3.069,0,52,"APSIM","5_61",5,6,1
2034,0,0,5.001,52.2,"APSIM","5_61",5,6,1
2035,7.44,0,0,52.1,"APSIM","5_61",5,6,1
2036,0,2.598,0,52.3,"APSIM","5_61",5,6,1
2037,0,0,4.54,52.7,"APSIM","5_61",5,6,1
2038,4.992,0,0,52.3,"APSIM","5_61",5,6,1
2039,0,2.107,0,52.4,"APSIM","5_61",5,6,1
2040,0,0,4.114,52.7,"APSIM","5_61",5,6,1
2041,0,0,0,52.3,"APSIM","5_61",5,6,1
2042,0,2.128,0,52.4,"APSIM","5_61",5,6,1
2043,0,0,4.587,52.7,"APSIM","5_61",5,6,1
2044,0.07,0,0,52.5,"APSIM","5_61",5,6,1
2045,0,2.309,0,52.7,"APSIM","5_61",5,6,1
2046,0,0,4.848,53.1,"APSIM","5_61",5,6,1
2047,3.341,0,0,52.8,"APSIM","5_61",5,6,1
2048,0,2.899,0,53.1,"APSIM","5_61",5,6,1
2049,0,0,3.549,53.6,"APSIM","5_61",5,6,1
2050,0,0,0,53.1,"APSIM","5_61",5,6,1
