"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,6.795,0,0,28,"APSIM","1_44",1,4,4
1990,0,2.337,0,28.1,"APSIM","1_44",1,4,4
1991,7.634,0,0,29.3,"APSIM","1_44",1,4,4
1992,0,1.353,0,29.4,"APSIM","1_44",1,4,4
1993,8.016,0,0,30.3,"APSIM","1_44",1,4,4
1994,0,2.231,0,30.6,"APSIM","1_44",1,4,4
1995,0,0,4.454,31,"APSIM","1_44",1,4,4
1996,7.736,0,0,31.2,"APSIM","1_44",1,4,4
1997,0,1.623,0,31.5,"APSIM","1_44",1,4,4
1998,0,0,3.684,32.1,"APSIM","1_44",1,4,4
1999,7.643,0,0,31.8,"APSIM","1_44",1,4,4
2000,0,2.154,0,32.1,"APSIM","1_44",1,4,4
2001,0,0,5.638,32.6,"APSIM","1_44",1,4,4
2002,6.672,0,0,32.8,"APSIM","1_44",1,4,4
2003,0,2.148,0,33.1,"APSIM","1_44",1,4,4
2004,0,0,4.266,33.4,"APSIM","1_44",1,4,4
2005,5.669,0,0,33.3,"APSIM","1_44",1,4,4
2006,0,1.923,0,33.7,"APSIM","1_44",1,4,4
2007,0,0,4.34,33.9,"APSIM","1_44",1,4,4
2008,7.828,0,0,34.1,"APSIM","1_44",1,4,4
2009,0,2.642,0,34.2,"APSIM","1_44",1,4,4
2010,0,0,4.253,34.9,"APSIM","1_44",1,4,4
2011,8.065,0,0,34.9,"APSIM","1_44",1,4,4
2012,0,2.037,0,35.1,"APSIM","1_44",1,4,4
2013,0,0,3.288,35.3,"APSIM","1_44",1,4,4
2014,9.057,0,0,35.4,"APSIM","1_44",1,4,4
2015,0,3.215,0,35.6,"APSIM","1_44",1,4,4
2016,0,0,6.014,36.4,"APSIM","1_44",1,4,4
2017,8.885,0,0,36.4,"APSIM","1_44",1,4,4
2018,0,0.644,0,36.7,"APSIM","1_44",1,4,4
2019,0,0,5.191,36.8,"APSIM","1_44",1,4,4
2020,7.455,0,0,37,"APSIM","1_44",1,4,4
2021,0,3.661,0,37.3,"APSIM","1_44",1,4,4
2022,0,0,3.308,37.2,"APSIM","1_44",1,4,4
2023,7.559,0,0,37.2,"APSIM","1_44",1,4,4
2024,0,2.244,0,37.4,"APSIM","1_44",1,4,4
2025,0,0,4.573,37.6,"APSIM","1_44",1,4,4
2026,7.827,0,0,37.8,"APSIM","1_44",1,4,4
2027,0,2.032,0,38,"APSIM","1_44",1,4,4
2028,0,0,4.654,38.6,"APSIM","1_44",1,4,4
2029,7.54,0,0,38.6,"APSIM","1_44",1,4,4
2030,0,3.336,0,38.7,"APSIM","1_44",1,4,4
2031,0,0,3.764,39.3,"APSIM","1_44",1,4,4
2032,8.71,0,0,39.1,"APSIM","1_44",1,4,4
2033,0,2.148,0,39.2,"APSIM","1_44",1,4,4
2034,0,0,4.216,39.5,"APSIM","1_44",1,4,4
2035,6.3,0,0,39.4,"APSIM","1_44",1,4,4
2036,0,2.091,0,39.6,"APSIM","1_44",1,4,4
2037,0,0,4.206,40,"APSIM","1_44",1,4,4
2038,8.194,0,0,40,"APSIM","1_44",1,4,4
2039,0,2.919,0,40.1,"APSIM","1_44",1,4,4
2040,0,0,3.882,40.7,"APSIM","1_44",1,4,4
2041,8.724,0,0,40.6,"APSIM","1_44",1,4,4
2042,0,2.121,0,40.7,"APSIM","1_44",1,4,4
2043,0,0,4.51,41.6,"APSIM","1_44",1,4,4
2044,8.584,0,0,41.4,"APSIM","1_44",1,4,4
2045,0,2.169,0,41.4,"APSIM","1_44",1,4,4
2046,0,0,3.983,41.8,"APSIM","1_44",1,4,4
2047,8.019,0,0,41.6,"APSIM","1_44",1,4,4
2048,0,2.492,0,41.7,"APSIM","1_44",1,4,4
2049,0,0,3.21,42.2,"APSIM","1_44",1,4,4
2050,8.714,0,0,42,"APSIM","1_44",1,4,4
