"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1850",NA,NA,NA,"86.2747","RothC","1_55","1","5","5"
"1851",NA,NA,NA,"87.2929","RothC","1_55","1","5","5"
"1852",NA,NA,NA,"84.6141","RothC","1_55","1","5","5"
"1853",NA,NA,NA,"82.6726","RothC","1_55","1","5","5"
"1854",NA,NA,NA,"81.0512","RothC","1_55","1","5","5"
"1855",NA,NA,NA,"79.5519","RothC","1_55","1","5","5"
"1856",NA,NA,NA,"78.2346","RothC","1_55","1","5","5"
"1857",NA,NA,NA,"76.9368","RothC","1_55","1","5","5"
"1858",NA,NA,NA,"75.8523","RothC","1_55","1","5","5"
"1859",NA,NA,NA,"74.8315","RothC","1_55","1","5","5"
"1860",NA,NA,NA,"73.9711","RothC","1_55","1","5","5"
"1861",NA,NA,NA,"73.1126","RothC","1_55","1","5","5"
"1862",NA,NA,NA,"72.2466","RothC","1_55","1","5","5"
"1863",NA,NA,NA,"71.533","RothC","1_55","1","5","5"
"1864",NA,NA,NA,"70.7799","RothC","1_55","1","5","5"
"1865",NA,NA,NA,"70.0398","RothC","1_55","1","5","5"
"1866",NA,NA,NA,"69.3867","RothC","1_55","1","5","5"
"1867",NA,NA,NA,"68.8365","RothC","1_55","1","5","5"
"1868",NA,NA,NA,"68.298","RothC","1_55","1","5","5"
"1869",NA,NA,NA,"67.7564","RothC","1_55","1","5","5"
"1870",NA,NA,NA,"67.1948","RothC","1_55","1","5","5"
"1871",NA,NA,NA,"66.7356","RothC","1_55","1","5","5"
"1872",NA,NA,NA,"66.248","RothC","1_55","1","5","5"
"1873",NA,NA,NA,"65.7735","RothC","1_55","1","5","5"
"1874",NA,NA,NA,"65.2385","RothC","1_55","1","5","5"
"1875",NA,NA,NA,"64.6644","RothC","1_55","1","5","5"
"1876",NA,NA,NA,"64.1523","RothC","1_55","1","5","5"
"1877",NA,NA,NA,"63.6855","RothC","1_55","1","5","5"
"1878",NA,NA,NA,"63.2945","RothC","1_55","1","5","5"
"1879",NA,NA,NA,"62.85","RothC","1_55","1","5","5"
"1880",NA,NA,NA,"62.4313","RothC","1_55","1","5","5"
"1881",NA,NA,NA,"61.9291","RothC","1_55","1","5","5"
"1882",NA,NA,NA,"61.5046","RothC","1_55","1","5","5"
"1883",NA,NA,NA,"61.0181","RothC","1_55","1","5","5"
"1884",NA,NA,NA,"60.5664","RothC","1_55","1","5","5"
"1885",NA,NA,NA,"60.1043","RothC","1_55","1","5","5"
