"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1850",NA,NA,NA,"67.8896","RothC","5_43","5","4","3"
"1851",NA,NA,NA,"69.4934","RothC","5_43","5","4","3"
"1852",NA,NA,NA,"67.3445","RothC","5_43","5","4","3"
"1853",NA,NA,NA,"65.8752","RothC","5_43","5","4","3"
"1854",NA,NA,NA,"64.6775","RothC","5_43","5","4","3"
"1855",NA,NA,NA,"63.5599","RothC","5_43","5","4","3"
"1856",NA,NA,NA,"62.5877","RothC","5_43","5","4","3"
"1857",NA,NA,NA,"61.6036","RothC","5_43","5","4","3"
"1858",NA,NA,NA,"60.8053","RothC","5_43","5","4","3"
"1859",NA,NA,NA,"60.0471","RothC","5_43","5","4","3"
"1860",NA,NA,NA,"59.4288","RothC","5_43","5","4","3"
"1861",NA,NA,NA,"58.7944","RothC","5_43","5","4","3"
"1862",NA,NA,NA,"58.1374","RothC","5_43","5","4","3"
"1863",NA,NA,NA,"57.619","RothC","5_43","5","4","3"
"1864",NA,NA,NA,"57.0493","RothC","5_43","5","4","3"
"1865",NA,NA,NA,"56.4825","RothC","5_43","5","4","3"
"1866",NA,NA,NA,"55.995","RothC","5_43","5","4","3"
"1867",NA,NA,NA,"55.605","RothC","5_43","5","4","3"
"1868",NA,NA,NA,"55.2287","RothC","5_43","5","4","3"
"1869",NA,NA,NA,"54.8395","RothC","5_43","5","4","3"
"1870",NA,NA,NA,"54.4271","RothC","5_43","5","4","3"
"1871",NA,NA,NA,"54.1142","RothC","5_43","5","4","3"
"1872",NA,NA,NA,"53.7645","RothC","5_43","5","4","3"
"1873",NA,NA,NA,"53.4232","RothC","5_43","5","4","3"
"1874",NA,NA,NA,"53.0282","RothC","5_43","5","4","3"
"1875",NA,NA,NA,"52.5804","RothC","5_43","5","4","3"
"1876",NA,NA,NA,"52.2027","RothC","5_43","5","4","3"
"1877",NA,NA,NA,"51.8473","RothC","5_43","5","4","3"
"1878",NA,NA,NA,"51.5721","RothC","5_43","5","4","3"
"1879",NA,NA,NA,"51.2506","RothC","5_43","5","4","3"
"1880",NA,NA,NA,"50.9399","RothC","5_43","5","4","3"
"1881",NA,NA,NA,"50.5468","RothC","5_43","5","4","3"
"1882",NA,NA,NA,"50.2326","RothC","5_43","5","4","3"
"1883",NA,NA,NA,"49.8569","RothC","5_43","5","4","3"
"1884",NA,NA,NA,"49.5084","RothC","5_43","5","4","3"
"1885",NA,NA,NA,"49.1505","RothC","5_43","5","4","3"
"1886",NA,NA,NA,"48.8008","RothC","5_43","5","4","3"
"1887",NA,NA,NA,"48.5015","RothC","5_43","5","4","3"
"1888",NA,NA,NA,"48.1669","RothC","5_43","5","4","3"
"1889",NA,NA,NA,"47.8049","RothC","5_43","5","4","3"
"1890",NA,NA,NA,"47.5043","RothC","5_43","5","4","3"
"1891",NA,NA,NA,"47.1971","RothC","5_43","5","4","3"
"1892",NA,NA,NA,"46.8618","RothC","5_43","5","4","3"
"1893",NA,NA,NA,"46.5442","RothC","5_43","5","4","3"
"1894",NA,NA,NA,"46.2334","RothC","5_43","5","4","3"
"1895",NA,NA,NA,"45.9213","RothC","5_43","5","4","3"
"1896",NA,NA,NA,"45.61","RothC","5_43","5","4","3"
"1897",NA,NA,NA,"45.2969","RothC","5_43","5","4","3"
"1898",NA,NA,NA,"44.9777","RothC","5_43","5","4","3"
"1899",NA,NA,NA,"44.6879","RothC","5_43","5","4","3"
"1900",NA,NA,NA,"44.442","RothC","5_43","5","4","3"
"1901",NA,NA,NA,"44.2259","RothC","5_43","5","4","3"
"1902",NA,NA,NA,"43.9952","RothC","5_43","5","4","3"
"1903",NA,NA,NA,"43.7603","RothC","5_43","5","4","3"
"1904",NA,NA,NA,"43.5388","RothC","5_43","5","4","3"
