LRF, NOAA weather year 1990; with weighted average clay and sampling depth'
1	1990	6.2	9.5	11.2
2	1990	8.25	54.3	18.6
3	1990	10.92	22.2	38
4	1990	16.44	36.7	84.7
5	1990	20.82	29.3	145.2
6	1990	29.11	0	-1301.6
7	1990	25.35	79.5	209.3
8	1990	25.76	47.7	201.8
9	1990	23.14	31.7	145.7
10	1990	16.44	48.5	73.3
11	1990	11.75	32.8	34.4
12	1990	3.83	10.7	4.6
1	1990	6.6	20.06	13.2
2	1990	7.83	54.36	17.7
3	1990	11.11	25.39	40.4
4	1990	15.66	29.2	79.2
5	1990	20.24	28.2	139.4
6	1990	28.11	13.2	-1258.4
7	1990	25.43	53.85	210.8
8	1990	25.49	54.84	198.4
9	1990	23.04	40.13	145.4
10	1990	16.35	12.95	73.8
11	1990	11.71	35.56	35.3
12	1990	3.91	11.17	5.1
17	10
