LRF, NOAA weather year 1987; with weighted average clay and sampling depth'
1	1987	3.45	13.8	5.1
2	1987	7.18	37.3	17.1
3	1987	8.93	10.5	30.5
4	1987	14.93	2.3	76.8
5	1987	20.41	83.9	144.9
6	1987	24.5	61	197.5
7	1987	26.38	109.1	224.9
8	1987	26.32	42.7	210
9	1987	21.61	68	132.5
10	1987	17.25	19.6	84.3
11	1987	9.89	2.9	28.7
12	1987	4.19	27.7	6.8
1	1987	4.04	12.19	6.6
2	1987	7.52	42.41	18.5
3	1987	9.27	10.93	32.4
4	1987	14.91	5.08	76.6
5	1987	20.19	109.98	142.3
6	1987	24.04	42.16	191.4
7	1987	26.25	100.08	223.1
8	1987	26.24	73.4	208.9
9	1987	21.67	51.06	133.1
10	1987	17.05	17.26	82.7
11	1987	10.05	3.3	29.5
12	1987	4.8	34.55	8.5
17	10
