LRF, NOAA weather year 1991; with weighted average clay and sampling depth'
1	1991	3.2	29.2	3.9
2	1991	9.41	13.8	24.9
3	1991	12.2	2.1	48.3
4	1991	17.64	1.8	98.2
5	1991	23.13	47.5	176.4
6	1991	25.33	130.8	207.9
7	1991	26.43	54.4	225.5
8	1991	25.49	60.8	198.5
9	1991	20.01	172	114.3
10	1991	16.76	14.6	77.7
11	1991	7.34	27.2	16
12	1991	6.17	56.9	11.6
1	1991	3.33	39.87	4.2
2	1991	9.42	12.95	24.9
3	1991	12.14	4.57	47.9
4	1991	17.04	2.79	92.5
5	1991	22.26	52.09	165.1
6	1991	25.24	106.42	206.6
7	1991	26.14	55.89	221.2
8	1991	25.4	62.47	197.3
9	1991	20.55	153.93	119.7
10	1991	16.78	19.81	77.9
11	1991	7.58	36.07	16.9
12	1991	6.29	72.38	12
17	10
