LRF, NOAA weather year 1996; with weighted average clay and sampling depth'
1	1996	4.15	4.9	6.1
2	1996	8.18	1.6	19.5
3	1996	8.92	2.3	28.1
4	1996	16.15	2.8	84.3
5	1996	24.84	70.1	199.4
6	1996	25.92	71.3	216.3
7	1996	26.61	56.8	228.1
8	1996	24.86	114.9	190.1
9	1996	20.43	16.1	118.5
10	1996	15.88	8.4	70.8
11	1996	9.66	9.5	25.7
12	1996	6.64	0.5	13.1
1	1996	4.26	8.13	6.3
2	1996	8.39	1.27	20.4
3	1996	8.87	1.77	27.9
4	1996	15.73	4.32	80.6
5	1996	24.06	62.48	188.8
6	1996	25.84	96.51	215.2
7	1996	27.15	52.83	-1227.9
8	1996	25.17	154.45	194.2
9	1996	20.8	27.15	122.2
10	1996	16.11	15.5	72.6
11	1996	9.65	16.76	25.7
12	1996	6.59	0.25	13
17	10
