LRF, NOAA weather year 1986; with weighted average clay and sampling depth'
1	1986	6.87	0	14.1
2	1986	7.54	23.9	16.6
3	1986	13.61	9.9	57.6
4	1986	17.86	18.3	99.6
5	1986	21.02	46.3	148.9
6	1986	24.39	125	194.5
7	1986	27.69	35.8	-1250.5
8	1986	25.35	91.7	196.5
9	1986	21.93	175.5	133.4
10	1986	15.35	73.4	66.2
11	1986	8.32	44	19.5
12	1986	4.71	32.9	7
1	1986	7.42	0	15.8
2	1986	8.14	20.05	18.5
3	1986	13.65	6.36	57.2
4	1986	17.68	26.16	97.1
5	1986	20.45	55.88	141.3
6	1986	24.63	117.61	197.6
7	1986	27.4	42.17	-1238.3
8	1986	25.74	108.2	201.6
9	1986	22.66	133.6	140.8
10	1986	15.53	95.25	66.9
11	1986	8.44	51.05	19.5
12	1986	4.95	37.59	7.5
17	10
