LRF, NOAA weather year 1999; with weighted average clay and sampling depth'
1	1999	6.41	34.3	12.8
2	1999	10.14	0	28.3
3	1999	10.02	26.3	34.4
4	1999	15.43	90.6	78
5	1999	19.51	85.8	131.5
6	1999	24.13	114.7	191.2
7	1999	26.96	20.1	233.3
8	1999	27.43	15.9	-1161.5
9	1999	21.1	83	125.3
10	1999	15.76	15.5	69.9
11	1999	12.44	0	39.7
12	1999	4.93	26.6	7.9
1	1999	6.53	41.66	12.3
2	1999	10.37	0	27.9
3	1999	10.54	31.24	35.7
4	1999	15.47	78.49	76
5	1999	20.01	89.4	135.3
6	1999	24.38	118.11	193.7
7	1999	26.99	22.61	234
8	1999	27.66	21.09	-1170.5
9	1999	21.92	47.76	132.4
10	1999	16.65	18.04	74.9
11	1999	13.04	0	41.4
12	1999	5.93	25.91	10
17	10
