LRF, NOAA weather year 1984; with weighted average clay and sampling depth'
1	1984	3.25	0.8	4.6
2	1984	7.36	4.3	17.8
3	1984	9.67	5.9	34.7
4	1984	14.43	5.9	72.6
5	1984	21.78	11.5	161.3
6	1984	24.9	109.9	202.8
7	1984	25.7	13.5	215.4
8	1984	25.64	94.4	201.1
9	1984	20.74	3.8	123.8
10	1984	15.28	44.2	69
11	1984	9.68	47.5	27.7
12	1984	6.62	29.9	14.4
1	1984	2.72	2.03	3.2
2	1984	7.51	4.06	17.6
3	1984	10.09	5.58	36
4	1984	14.63	3.81	72.7
5	1984	21.51	27.42	156.8
6	1984	25.34	158.99	208.4
7	1984	26.71	38.35	229.6
8	1984	26.33	81.02	210
9	1984	21.18	21.85	127.1
10	1984	15.35	56.12	68.2
11	1984	9.96	49.27	28.1
12	1984	6.83	40.14	14.5
17	10
