LRF, NOAA weather year 1998; with weighted average clay and sampling depth'
1	1998	6.66	0	12.1
2	1998	6.41	47.3	11.3
3	1998	8.81	33.8	24.9
4	1998	14.07	10.2	62.7
5	1998	23.46	1	178.7
6	1998	27.5	33.3	-1232.7
7	1998	28.87	5.9	-1301.4
8	1998	24.97	108.2	190.5
9	1998	24.6	0.5	162
10	1998	17.88	77.5	83.8
11	1998	11.35	7.4	31.4
12	1998	5.05	6.6	7
1	1998	6.49	0	11.2
2	1998	7.31	46.72	13.9
3	1998	9.35	39.61	27.2
4	1998	14.35	10.67	64.2
5	1998	23.22	5.84	174.9
6	1998	27	22.35	-1212.1
7	1998	28.79	10.93	-1297.8
8	1998	26.34	100.85	209.9
9	1998	25.2	8.38	169.1
10	1998	17.62	92.44	81
11	1998	11.54	10.41	31.8
12	1998	5.33	9.14	7.5
17	10
