LRF, NOAA weather year 2001; with weighted average clay and sampling depth'
1	2001	2.68	37	2.4
2	2001	6.88	13	13.1
3	2001	9.04	62.3	26.6
4	2001	17.92	9.6	98
5	2001	21.18	106.7	149
6	2001	27.04	12	-1213.8
7	2001	29.61	15.2	-1334.3
8	2001	26.49	28.2	212.1
9	2001	22.17	21.6	134.6
10	2001	16.43	0.6	72.5
11	2001	11.36	85.7	31.9
12	2001	5.85	3.3	9.5
1	2001	3.33	33.5	3.6
2	2001	6.89	12.94	13.2
3	2001	9.35	55.88	28.3
4	2001	17.58	6.34	94.7
5	2001	21.27	104.15	150.2
6	2001	26.22	5.59	220.5
7	2001	29.25	10.67	-1318.2
8	2001	26.94	33.26	218.6
9	2001	22.57	29.2	139
10	2001	16.95	1.52	76.7
11	2001	11.89	78.74	34.6
12	2001	6.12	4.57	10.2
17	10
