LRF, NOAA weather year 1989; with weighted average clay and sampling depth'
1	1989	7.03	12.7	14.7
2	1989	3.54	26.4	4.4
3	1989	12.51	17.9	49.7
4	1989	18.19	1.1	102.8
5	1989	22.8	9.9	171.6
6	1989	23.59	126.5	183.5
7	1989	27.42	6.6	-1239.2
8	1989	26.13	77.5	207.1
9	1989	20.56	95	119.2
10	1989	17.79	0	85.5
11	1989	10.57	0	29.5
12	1989	1.84	8.1	1.4
1	1989	6.46	20.57	13.7
2	1989	3.62	28.44	5.1
3	1989	12.15	24.13	49.3
4	1989	17.42	2.79	97.6
5	1989	21.88	40.14	161.4
6	1989	23.44	123.2	182.7
7	1989	26.34	21.59	224.3
8	1989	25.3	90.93	196.3
9	1989	20.74	98.56	122.7
10	1989	17.22	0	82.7
11	1989	10.88	0	32.6
12	1989	2.05	5.58	1.9
17	10
